entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,510974,5739,3968,1771,357258,153716,0.30859034675030494,0.300829396407645,2023-10-12
Parti conservateur du Québec,2023,46454.26,813,561,252,34614.78,11839.48,0.30996309963099633,0.25486317078347603,2023-10-12
Parti libéral du Québec,2023,168970.64,2122,1488,634,121292.99,47677.65,0.2987747408105561,0.2821652921477956,2023-10-12
Parti québécois,2023,558046.09,7463,6040,1423,467008.97,91037.12,0.19067399169234892,0.16313548581623427,2023-10-12
Québec solidaire,2023,165544.86,2153,1698,455,138581.04,26963.82,0.21133302368787737,0.16287923406380603,2023-10-12
