entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,245859.34,2830,2177,653,192355,53504.34,0.23074204946996466,0.217621750713233,2023-05-08
Parti conservateur du Québec,2023,20461.74,267,203,64,16117.51,4344.23,0.2397003745318352,0.21230990130849084,2023-05-08
Parti libéral du Québec,2023,52062.22,644,493,151,39996.22,12066,0.234472049689441,0.23176115040810782,2023-05-08
Parti québécois,2023,271994.57,3573,3015,558,236384.07,35610.5,0.1561712846347607,0.1309235695403772,2023-05-08
Québec solidaire,2023,85355.61,1177,1009,168,73800.23,11555.38,0.1427357689039932,0.13537926798250283,2023-05-08
