entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,3065,35,33,2,2950,115,0.05714285714285714,0.037520391517128875,2023-05-11
Coalition avenir Québec,2023,110,Saint-François,1480,18,17,1,1380,100,0.05555555555555555,0.06756756756756757,2023-05-11
Coalition avenir Québec,2023,116,Sherbrooke,1295,17,15,2,1175,120,0.11764705882352941,0.09266409266409266,2023-05-11
Coalition avenir Québec,2023,120,Orford,1730,21,16,5,1475,255,0.23809523809523808,0.14739884393063585,2023-05-11
Coalition avenir Québec,2023,126,Johnson,865,12,10,2,760,105,0.16666666666666666,0.12138728323699421,2023-05-11
Coalition avenir Québec,2023,132,Richmond,1610,19,18,1,1600,10,0.05263157894736842,0.006211180124223602,2023-05-11
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1300,16,16,0,1300,0,0,0,2023-05-11
Coalition avenir Québec,2023,144,Arthabaska,4405,49,45,4,4155,250,0.08163265306122448,0.056753688989784334,2023-05-11
Coalition avenir Québec,2023,150,Nicolet-Bécancour,2385,27,25,2,2275,110,0.07407407407407407,0.04612159329140461,2023-05-11
Coalition avenir Québec,2023,204,Brome-Missisquoi,4000,48,40,8,3320,680,0.16666666666666666,0.17,2023-05-11
Coalition avenir Québec,2023,206,Granby,2497,33,27,6,2200,297,0.18181818181818182,0.11894273127753303,2023-05-11
Coalition avenir Québec,2023,210,Iberville,3430,42,30,12,2760,670,0.2857142857142857,0.19533527696793002,2023-05-11
Coalition avenir Québec,2023,212,Saint-Jean,2775,32,24,8,1975,800,0.25,0.2882882882882883,2023-05-11
Coalition avenir Québec,2023,216,Huntingdon,1910,22,18,4,1660,250,0.18181818181818182,0.13089005235602094,2023-05-11
Coalition avenir Québec,2023,218,Beauharnois,3382,39,29,10,2810,572,0.2564102564102564,0.16913069189828503,2023-05-11
Coalition avenir Québec,2023,220,Soulanges,2375,26,19,7,1900,475,0.2692307692307692,0.2,2023-05-11
Coalition avenir Québec,2023,224,Vaudreuil,1225,14,12,2,1150,75,0.14285714285714285,0.061224489795918366,2023-05-11
Coalition avenir Québec,2023,226,Châteauguay,1625,21,14,7,1110,515,0.3333333333333333,0.3169230769230769,2023-05-11
Coalition avenir Québec,2023,230,Sanguinet,1110,13,11,2,1050,60,0.15384615384615385,0.05405405405405406,2023-05-11
Coalition avenir Québec,2023,232,La Prairie,3854,40,24,16,2275,1579,0.4,0.40970420342501296,2023-05-11
Coalition avenir Québec,2023,236,La Pinière,1335,15,6,9,600,735,0.6,0.550561797752809,2023-05-11
Coalition avenir Québec,2023,238,Chambly,3355,38,26,12,2435,920,0.3157894736842105,0.27421758569299554,2023-05-11
Coalition avenir Québec,2023,240,Vachon,2125,25,16,9,1370,755,0.36,0.3552941176470588,2023-05-11
Coalition avenir Québec,2023,244,Laporte,2625,29,20,9,1725,900,0.3103448275862069,0.34285714285714286,2023-05-11
Coalition avenir Québec,2023,246,Marie-Victorin,2715,33,22,11,1690,1025,0.3333333333333333,0.3775322283609576,2023-05-11
Coalition avenir Québec,2023,250,Taillon,2840,31,21,10,1840,1000,0.3225806451612903,0.352112676056338,2023-05-11
Coalition avenir Québec,2023,252,Montarville,4085,43,32,11,3035,1050,0.2558139534883721,0.25703794369645044,2023-05-11
Coalition avenir Québec,2023,256,Verchères,3890,47,31,16,2820,1070,0.3404255319148936,0.2750642673521851,2023-05-11
Coalition avenir Québec,2023,258,Borduas,3920,42,32,10,3055,865,0.23809523809523808,0.22066326530612246,2023-05-11
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1340,15,14,1,1320,20,0.06666666666666667,0.014925373134328358,2023-05-11
Coalition avenir Québec,2023,264,Richelieu,2400,29,26,3,2175,225,0.10344827586206896,0.09375,2023-05-11
