entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,374060.26,4280,3073,1207,273095,100965.26,0.2820093457943925,0.26991709838409456,2023-06-18
Parti conservateur du Québec,2023,31668.55,515,382,133,24682.07,6986.48,0.258252427184466,0.22061256356858774,2023-06-18
Parti libéral du Québec,2023,80006.77,987,708,279,57835.77,22171,0.2826747720364742,0.27711404922358446,2023-06-18
Parti québécois,2023,371588.47,5012,4194,818,321035.64,50552.83,0.16320830007980847,0.13604520613893106,2023-06-18
Québec solidaire,2023,109679.18,1494,1225,269,92859.14,16820.04,0.18005354752342703,0.1533567264087861,2023-06-18
