entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,249899.34,2872,2208,664,195425,54474.34,0.23119777158774374,0.21798512953255497,2023-05-09
Parti conservateur du Québec,2023,20596.74,270,205,65,16242.51,4354.23,0.24074074074074073,0.21140384352086783,2023-05-09
Parti libéral du Québec,2023,52742.22,652,499,153,40516.22,12226,0.23466257668711657,0.23180670059015338,2023-05-09
Parti québécois,2023,274199.57,3606,3045,561,238444.07,35755.5,0.15557404326123128,0.13039954803721976,2023-05-09
Québec solidaire,2023,85463.94,1178,1010,168,73908.56,11555.38,0.14261460101867574,0.13520766770172307,2023-05-09
