entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,531764,5952,4082,1870,368443,163321,0.31418010752688175,0.30713060681054,2023-10-23
Parti conservateur du Québec,2023,50497.26,960,649,311,37390.78,13106.48,0.32395833333333335,0.2595483398505186,2023-10-23
Parti libéral du Québec,2023,171588.26,2157,1510,647,122998.95,48589.31,0.2999536393138618,0.2831738604960502,2023-10-23
Parti québécois,2023,569302.4,7614,6154,1460,476180.29,93122.11,0.19175203572366692,0.16357231235982844,2023-10-23
Québec solidaire,2023,175780.37,2292,1786,506,146318.24,29462.13,0.22076788830715532,0.1676076230810073,2023-10-23
