entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,342992.65,3906,2881,1025,255880,87112.65,0.2624167946748592,0.2539781829144152,2023-06-03
Parti conservateur du Québec,2023,30887.43,505,374,131,24020.95,6866.48,0.2594059405940594,0.22230661469730564,2023-06-03
Parti libéral du Québec,2023,69073.47,870,635,235,51087.47,17986,0.27011494252873564,0.26038940855295095,2023-06-03
Parti québécois,2023,349075.17,4690,3934,756,302144.34,46930.83,0.16119402985074627,0.13444333494129646,2023-06-03
Québec solidaire,2023,105567.03,1448,1201,247,89958.32,15608.71,0.17058011049723756,0.14785591675734364,2023-06-03
