entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,513269,5763,3973,1790,357733,155536,0.3106021169529759,0.30303018495175044,2023-10-13
Parti conservateur du Québec,2023,46554.26,814,561,253,34614.78,11939.48,0.3108108108108108,0.25646374789331844,2023-10-13
Parti libéral du Québec,2023,169170.64,2124,1490,634,121492.99,47677.65,0.2984934086629002,0.28183170554890613,2023-10-13
Parti québécois,2023,558896.09,7473,6049,1424,467808.97,91087.12,0.1905526562290914,0.16297684243953112,2023-10-13
Québec solidaire,2023,167824.52,2186,1720,466,140235.7,27588.82,0.2131747483989021,0.16439087685160667,2023-10-13
