entite_politique,transfuges_entrants,transfuges_sortants,date
Coalition avenir Québec,78,35,2024-01-01
Parti conservateur du Québec,2,18,2024-01-01
Parti libéral du Québec,18,43,2024-01-01
Parti québécois,51,25,2024-01-01
Québec solidaire,4,32,2024-01-01
