entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,814319,8937,5380,3557,495223,319096,0.39800828018350676,0.39185626271768187,2024-01-16
Parti conservateur du Québec,2023,56824.92,1082,730,352,41858.77,14966.15,0.32532347504621073,0.2633730060684643,2024-01-16
Parti libéral du Québec,2023,271156.97,3265,2075,1190,176842.35,94314.62,0.36447166921898927,0.347822960258038,2024-01-16
Parti québécois,2023,766907.14,10248,8039,2209,623740.81,143166.33,0.2155542544886807,0.18668013705023007,2024-01-16
Québec solidaire,2023,276418.77999999997,3726,2717,1009,219541.85,56876.93,0.2707997852925389,0.20576362430946266,2024-01-16
