entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,794959,8741,5291,3450,486223,308736,0.39469168287381307,0.38836719881151105,2023-12-30
Parti conservateur du Québec,2023,55581.59,1066,720,346,41115.44,14466.15,0.324577861163227,0.2602687328664042,2023-12-30
Parti libéral du Québec,2023,261406.37,3150,2034,1116,172622.08,88784.29,0.35428571428571426,0.33964088174285884,2023-12-30
Parti québécois,2023,727157.51,9725,7740,1985,598626.48,128531.03,0.20411311053984577,0.17675816894196691,2023-12-30
Québec solidaire,2023,242789.33,3237,2408,829,195531.37,47257.96,0.256101328390485,0.19464595087436504,2023-12-30
