entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,477082.62,5391,3787,1604,339563,137519.62,0.29753292524578,0.28825116286986097,2023-09-25
Parti conservateur du Québec,2023,45835.93,805,556,249,34141.45,11694.48,0.3093167701863354,0.25513783619095326,2023-09-25
Parti libéral du Québec,2023,159732.38,2017,1429,588,115888.06,43844.32,0.2915220624690134,0.27448611233364206,2023-09-25
Parti québécois,2023,537863.46,7226,5871,1355,451740.67,86122.79,0.18751729864378633,0.1601201725062342,2023-09-25
Québec solidaire,2023,152019.42,1987,1574,413,127635.25,24384.17,0.2078510317060896,0.16040167762776622,2023-09-25
