entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,10490,110,85,25,8135,2355,0.22727272727272727,0.22449952335557674,2023-11-20
Coalition avenir Québec,2023,110,Saint-François,4430,48,38,10,3430,1000,0.20833333333333334,0.22573363431151242,2023-11-20
Coalition avenir Québec,2023,116,Sherbrooke,3195,36,26,10,2275,920,0.2777777777777778,0.28794992175273865,2023-11-20
Coalition avenir Québec,2023,120,Orford,6830,75,48,27,4595,2235,0.36,0.32723279648609077,2023-11-20
Coalition avenir Québec,2023,126,Johnson,4765,52,35,17,3160,1605,0.3269230769230769,0.33683105981112277,2023-11-20
Coalition avenir Québec,2023,132,Richmond,5585,60,39,21,3700,1885,0.35,0.3375111906893465,2023-11-20
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,5030,54,42,12,3830,1200,0.2222222222222222,0.23856858846918488,2023-11-20
Coalition avenir Québec,2023,144,Arthabaska,6715,74,65,9,5965,750,0.12162162162162163,0.11169024571854058,2023-11-20
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9425,98,71,27,6725,2700,0.2755102040816326,0.2864721485411141,2023-11-20
Coalition avenir Québec,2023,204,Brome-Missisquoi,11795,127,94,33,8725,3070,0.25984251968503935,0.2602797795676134,2023-11-20
Coalition avenir Québec,2023,206,Granby,6892,81,65,16,5675,1217,0.19753086419753085,0.1765815438189205,2023-11-20
Coalition avenir Québec,2023,210,Iberville,12290,154,70,84,6635,5655,0.5454545454545454,0.46013018714401954,2023-11-20
Coalition avenir Québec,2023,212,Saint-Jean,9290,105,56,49,5025,4265,0.4666666666666667,0.45909580193756727,2023-11-20
Coalition avenir Québec,2023,216,Huntingdon,8640,92,49,43,4595,4045,0.4673913043478261,0.4681712962962963,2023-11-20
Coalition avenir Québec,2023,218,Beauharnois,9217,101,69,32,6700,2517,0.31683168316831684,0.2730823478355213,2023-11-20
Coalition avenir Québec,2023,220,Soulanges,7400,77,41,36,4100,3300,0.4675324675324675,0.44594594594594594,2023-11-20
Coalition avenir Québec,2023,224,Vaudreuil,2865,32,18,14,1725,1140,0.4375,0.39790575916230364,2023-11-20
