entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,720224,7975,4957,3018,452753,267471,0.37843260188087774,0.37137196205624917,2023-12-06
Parti conservateur du Québec,2023,51585.59,984,666,318,38249.11,13336.48,0.3231707317073171,0.2585311130492062,2023-12-06
Parti libéral du Québec,2023,238745.1,2899,1867,1032,157375.8,81369.3,0.35598482235253537,0.34082081684608395,2023-12-06
Parti québécois,2023,669168.6,8932,7129,1803,552502.22,116666.38,0.20185848634124495,0.17434526963757715,2023-12-06
Québec solidaire,2023,219554.15,2931,2227,704,179519.48,40034.67,0.24019106107130672,0.18234531207904747,2023-12-06
