entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4285,49,44,5,3930,355,0.10204081632653061,0.08284714119019837,2023-07-27
Coalition avenir Québec,2023,110,Saint-François,2230,26,25,1,2130,100,0.038461538461538464,0.04484304932735426,2023-07-27
Coalition avenir Québec,2023,116,Sherbrooke,2095,25,22,3,1875,220,0.12,0.10501193317422435,2023-07-27
Coalition avenir Québec,2023,120,Orford,2730,31,26,5,2475,255,0.16129032258064516,0.09340659340659341,2023-07-27
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-07-27
Coalition avenir Québec,2023,132,Richmond,2460,28,26,2,2400,60,0.07142857142857142,0.024390243902439025,2023-07-27
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1930,23,22,1,1830,100,0.043478260869565216,0.05181347150259067,2023-07-27
Coalition avenir Québec,2023,144,Arthabaska,5865,65,58,7,5315,550,0.1076923076923077,0.0937766410912191,2023-07-27
Coalition avenir Québec,2023,150,Nicolet-Bécancour,4875,52,43,9,3975,900,0.17307692307692307,0.18461538461538463,2023-07-27
Coalition avenir Québec,2023,204,Brome-Missisquoi,5700,67,56,11,4770,930,0.16417910447761194,0.1631578947368421,2023-07-27
Coalition avenir Québec,2023,206,Granby,5962,70,59,11,5165,797,0.15714285714285714,0.133679973163368,2023-07-27
Coalition avenir Québec,2023,210,Iberville,5460,88,42,46,3715,1745,0.5227272727272727,0.31959706959706957,2023-07-27
Coalition avenir Québec,2023,212,Saint-Jean,5465,65,44,21,3975,1490,0.3230769230769231,0.27264409881061297,2023-07-27
Coalition avenir Québec,2023,216,Huntingdon,2765,33,23,10,1995,770,0.30303030303030304,0.27848101265822783,2023-07-27
Coalition avenir Québec,2023,218,Beauharnois,8317,91,66,25,6400,1917,0.27472527472527475,0.23049176385716003,2023-07-27
Coalition avenir Québec,2023,220,Soulanges,4600,49,31,18,3100,1500,0.3673469387755102,0.32608695652173914,2023-07-27
Coalition avenir Québec,2023,224,Vaudreuil,1680,20,14,6,1275,405,0.3,0.24107142857142858,2023-07-27
Coalition avenir Québec,2023,226,Châteauguay,4210,56,32,24,2470,1740,0.42857142857142855,0.41330166270783847,2023-07-27
Coalition avenir Québec,2023,230,Sanguinet,1715,20,16,4,1455,260,0.2,0.15160349854227406,2023-07-27
Coalition avenir Québec,2023,232,La Prairie,4925,52,34,18,3125,1800,0.34615384615384615,0.36548223350253806,2023-07-27
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-07-27
Coalition avenir Québec,2023,238,Chambly,4110,50,30,20,2785,1325,0.4,0.3223844282238443,2023-07-27
Coalition avenir Québec,2023,240,Vachon,2440,29,18,11,1565,875,0.3793103448275862,0.35860655737704916,2023-07-27
Coalition avenir Québec,2023,244,Laporte,3425,37,26,11,2325,1100,0.2972972972972973,0.32116788321167883,2023-07-27
Coalition avenir Québec,2023,246,Marie-Victorin,3015,36,24,12,1890,1125,0.3333333333333333,0.373134328358209,2023-07-27
Coalition avenir Québec,2023,250,Taillon,3410,38,27,11,2390,1020,0.2894736842105263,0.2991202346041056,2023-07-27
Coalition avenir Québec,2023,252,Montarville,5460,58,44,14,4110,1350,0.2413793103448276,0.24725274725274726,2023-07-27
Coalition avenir Québec,2023,256,Verchères,4860,59,41,18,3745,1115,0.3050847457627119,0.2294238683127572,2023-07-27
Coalition avenir Québec,2023,258,Borduas,5065,55,43,12,4080,985,0.21818181818181817,0.19447186574531095,2023-07-27
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1740,19,18,1,1720,20,0.05263157894736842,0.011494252873563218,2023-07-27
Coalition avenir Québec,2023,264,Richelieu,3440,41,38,3,3215,225,0.07317073170731707,0.06540697674418605,2023-07-27
Coalition avenir Québec,2023,300,Verdun,4085,45,27,18,2535,1550,0.4,0.379436964504284,2023-07-27
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-07-27
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-07-27
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-07-27
Coalition avenir Québec,2023,312,Nelligan,785,12,10,2,585,200,0.16666666666666666,0.25477707006369427,2023-07-27
Coalition avenir Québec,2023,316,Robert-Baldwin,700,8,4,4,300,400,0.5,0.5714285714285714,2023-07-27
Coalition avenir Québec,2023,318,Saint-Laurent,1855,20,12,8,1055,800,0.4,0.431266846361186,2023-07-27
Coalition avenir Québec,2023,320,D'Arcy-McGee,1040,11,6,5,540,500,0.45454545454545453,0.4807692307692308,2023-07-27
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1140,13,8,5,800,340,0.38461538461538464,0.2982456140350877,2023-07-27
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3135,31,23,8,2500,635,0.25806451612903225,0.2025518341307815,2023-07-27
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1830,21,14,7,1205,625,0.3333333333333333,0.34153005464480873,2023-07-27
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,3300,33,21,12,2100,1200,0.36363636363636365,0.36363636363636365,2023-07-27
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5100,53,41,12,3900,1200,0.22641509433962265,0.23529411764705882,2023-07-27
Coalition avenir Québec,2023,338,Acadie,900,9,5,4,500,400,0.4444444444444444,0.4444444444444444,2023-07-27
Coalition avenir Québec,2023,340,Maurice-Richard,2325,24,18,6,1800,525,0.25,0.22580645161290322,2023-07-27
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-07-27
Coalition avenir Québec,2023,346,Gouin,1635,19,14,5,1135,500,0.2631578947368421,0.3058103975535168,2023-07-27
Coalition avenir Québec,2023,350,Mercier,1350,14,11,3,1050,300,0.21428571428571427,0.2222222222222222,2023-07-27
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-07-27
Coalition avenir Québec,2023,356,Rosemont,2130,24,15,9,1385,745,0.375,0.34976525821596244,2023-07-27
Coalition avenir Québec,2023,358,Viau,575,7,2,5,150,425,0.7142857142857143,0.7391304347826086,2023-07-27
Coalition avenir Québec,2023,360,Bourassa-Sauvé,265,4,1,3,15,250,0.75,0.9433962264150944,2023-07-27
