entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,688909,7649,4833,2816,440448,248461,0.3681526996993071,0.36065866464220964,2023-11-29
Parti conservateur du Québec,2023,51565.59,983,666,317,38249.11,13316.48,0.3224821973550356,0.2582435302301399,2023-11-29
Parti libéral du Québec,2023,218461.8,2687,1782,905,149012.5,69449.3,0.3368068477856345,0.31790134476599574,2023-11-29
Parti québécois,2023,655700.25,8760,6990,1770,541363.87,114336.38,0.20205479452054795,0.17437293946433605,2023-11-29
Québec solidaire,2023,212382.52,2808,2153,655,174581.18,37801.34,0.23326210826210828,0.17798705844529955,2023-11-29
