entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,729079,8066,4984,3082,455513,273566,0.38209769402429955,0.37522134089721415,2023-12-10
Parti conservateur du Québec,2023,51660.59,986,666,320,38257.44,13403.15,0.32454361054766734,0.2594463206866201,2023-12-10
Parti libéral du Québec,2023,242300.09,2942,1899,1043,159922.46,82377.63,0.35452073419442554,0.3399818382238323,2023-12-10
Parti québécois,2023,676093.91,9030,7202,1828,558249.2,117844.71,0.20243632336655593,0.17430227998947662,2023-12-10
Québec solidaire,2023,224410.69,2996,2268,728,183123.03,41287.66,0.24299065420560748,0.18398259013418658,2023-12-10
