entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,610829,6765,4465,2300,405728,205101,0.3399852180339985,0.33577482405059356,2023-11-10
Parti conservateur du Québec,2023,50945.59,969,656,313,37714.11,13231.48,0.32301341589267285,0.25971786763093724,2023-11-10
Parti libéral du Québec,2023,191123.52,2382,1631,751,134915.88,56207.64,0.3152812762384551,0.294090648811826,2023-11-10
Parti québécois,2023,607123.65,8143,6540,1603,505283.59,101840.06,0.196856195505342,0.167741875975347,2023-11-10
Québec solidaire,2023,200936.17,2646,2055,591,166409.72,34526.45,0.2233560090702948,0.17182794914424812,2023-11-10
