entite_politique,transfuges_entrants,transfuges_sortants,date
Coalition avenir Québec,77,35,2023-12-22
Parti conservateur du Québec,2,17,2023-12-22
Parti libéral du Québec,17,43,2023-12-22
Parti québécois,51,25,2023-12-22
Québec solidaire,3,30,2023-12-22
