entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,7510,81,69,12,6455,1055,0.14814814814814814,0.14047936085219706,2023-10-31
Coalition avenir Québec,2023,110,Saint-François,3680,41,36,5,3180,500,0.12195121951219512,0.1358695652173913,2023-10-31
Coalition avenir Québec,2023,116,Sherbrooke,2495,29,24,5,2075,420,0.1724137931034483,0.1683366733466934,2023-10-31
Coalition avenir Québec,2023,120,Orford,3980,46,35,11,3295,685,0.2391304347826087,0.1721105527638191,2023-10-31
Coalition avenir Québec,2023,126,Johnson,2465,29,21,8,1760,705,0.27586206896551724,0.28600405679513186,2023-10-31
Coalition avenir Québec,2023,132,Richmond,4185,46,33,13,3100,1085,0.2826086956521739,0.25925925925925924,2023-10-31
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2830,32,28,4,2430,400,0.125,0.1413427561837456,2023-10-31
Coalition avenir Québec,2023,144,Arthabaska,6365,71,63,8,5715,650,0.11267605633802817,0.1021209740769835,2023-10-31
Coalition avenir Québec,2023,150,Nicolet-Bécancour,8925,93,69,24,6525,2400,0.25806451612903225,0.2689075630252101,2023-10-31
Coalition avenir Québec,2023,204,Brome-Missisquoi,11195,121,89,32,8225,2970,0.2644628099173554,0.2652970075926753,2023-10-31
Coalition avenir Québec,2023,206,Granby,6792,80,64,16,5575,1217,0.2,0.1791813898704358,2023-10-31
Coalition avenir Québec,2023,210,Iberville,10915,140,65,75,6135,4780,0.5357142857142857,0.4379294548786074,2023-10-31
Coalition avenir Québec,2023,212,Saint-Jean,8690,99,54,45,4825,3865,0.45454545454545453,0.44476409666283084,2023-10-31
Coalition avenir Québec,2023,216,Huntingdon,6765,74,40,34,3695,3070,0.4594594594594595,0.4538063562453806,2023-10-31
Coalition avenir Québec,2023,218,Beauharnois,8967,98,68,30,6600,2367,0.30612244897959184,0.2639678822348612,2023-10-31
