entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,452786.03,5140,3635,1505,324958,127828.03,0.2928015564202335,0.282314430063136,2023-08-29
Parti conservateur du Québec,2023,43307.6,758,531,227,32713.12,10594.48,0.2994722955145119,0.24463327452918193,2023-08-29
Parti libéral du Québec,2023,146126.49,1852,1311,541,105948.83,40177.66,0.29211663066954646,0.2749512425844213,2023-08-29
Parti québécois,2023,504612.23,6818,5580,1238,427037.76,77574.47,0.18157817541801113,0.15373085586926818,2023-08-29
Québec solidaire,2023,140468.84,1851,1478,373,118141.58,22327.26,0.20151269584008644,0.15894813397761381,2023-08-29
