entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,800174,8794,5313,3481,488478,311696,0.3958380714123266,0.38953527607745314,2024-01-04
Parti conservateur du Québec,2023,55901.59,1071,723,348,41285.44,14616.15,0.32492997198879553,0.2614621516132189,2024-01-04
Parti libéral du Québec,2023,263639.67,3172,2023,1149,172045.38,91594.29,0.36223203026481715,0.3474222600870347,2024-01-04
Parti québécois,2023,733612.84,9801,7698,2103,597803.17,135809.67,0.21456994184266912,0.18512444520463958,2024-01-04
Québec solidaire,2023,254340.63999999998,3412,2511,901,203022.68,51317.96,0.2640679953106682,0.20176862022522238,2024-01-04
