entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,12490,130,96,34,9235,3255,0.26153846153846155,0.26060848678943155,2023-12-18
Coalition avenir Québec,2023,110,Saint-François,5280,57,46,11,4180,1100,0.19298245614035087,0.20833333333333334,2023-12-18
Coalition avenir Québec,2023,116,Sherbrooke,3845,43,31,12,2725,1120,0.27906976744186046,0.29128738621586475,2023-12-18
Coalition avenir Québec,2023,120,Orford,9855,106,61,45,5945,3910,0.42452830188679247,0.3967529173008625,2023-12-18
Coalition avenir Québec,2023,126,Johnson,5095,56,36,20,3260,1835,0.35714285714285715,0.3601570166830226,2023-12-18
Coalition avenir Québec,2023,132,Richmond,7365,78,47,31,4480,2885,0.3974358974358974,0.39171758316361166,2023-12-18
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,6155,64,50,14,4755,1400,0.21875,0.22745735174654752,2023-12-18
Coalition avenir Québec,2023,144,Arthabaska,7615,83,69,14,6365,1250,0.1686746987951807,0.16414970453053185,2023-12-18
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9725,101,73,28,6925,2800,0.27722772277227725,0.2879177377892031,2023-12-18
Coalition avenir Québec,2023,204,Brome-Missisquoi,12095,130,95,35,8825,3270,0.2692307692307692,0.27035965274906987,2023-12-18
Coalition avenir Québec,2023,206,Granby,7142,85,66,19,5775,1367,0.2235294117647059,0.19140296835620274,2023-12-18
Coalition avenir Québec,2023,210,Iberville,12740,159,72,87,6835,5905,0.5471698113207547,0.46350078492935637,2023-12-18
Coalition avenir Québec,2023,212,Saint-Jean,9640,109,58,51,5175,4465,0.46788990825688076,0.4631742738589212,2023-12-18
Coalition avenir Québec,2023,216,Huntingdon,8940,95,50,45,4695,4245,0.47368421052631576,0.4748322147651007,2023-12-18
Coalition avenir Québec,2023,218,Beauharnois,9317,102,70,32,6800,2517,0.3137254901960784,0.27015133626703874,2023-12-18
Coalition avenir Québec,2023,220,Soulanges,7800,81,44,37,4400,3400,0.4567901234567901,0.4358974358974359,2023-12-18
Coalition avenir Québec,2023,224,Vaudreuil,3165,35,19,16,1825,1340,0.45714285714285713,0.42338072669826227,2023-12-18
Coalition avenir Québec,2023,226,Châteauguay,6685,82,47,35,3895,2790,0.4268292682926829,0.41735228122662676,2023-12-18
Coalition avenir Québec,2023,230,Sanguinet,7070,75,42,33,4055,3015,0.44,0.42644978783592646,2023-12-18
Coalition avenir Québec,2023,232,La Prairie,8890,98,53,45,4825,4065,0.45918367346938777,0.45725534308211474,2023-12-18
Coalition avenir Québec,2023,236,La Pinière,2940,32,12,20,1200,1740,0.625,0.5918367346938775,2023-12-18
Coalition avenir Québec,2023,238,Chambly,5960,71,38,33,3510,2450,0.4647887323943662,0.4110738255033557,2023-12-18
Coalition avenir Québec,2023,240,Vachon,3340,41,21,20,1845,1495,0.4878048780487805,0.4476047904191617,2023-12-18
Coalition avenir Québec,2023,244,Laporte,7100,74,41,33,3825,3275,0.44594594594594594,0.4612676056338028,2023-12-18
Coalition avenir Québec,2023,246,Marie-Victorin,4225,49,30,19,2400,1825,0.3877551020408163,0.4319526627218935,2023-12-18
Coalition avenir Québec,2023,250,Taillon,5195,58,36,22,3275,1920,0.3793103448275862,0.3695861405197305,2023-12-18
Coalition avenir Québec,2023,252,Montarville,8610,91,57,34,5360,3250,0.37362637362637363,0.37746806039488967,2023-12-18
Coalition avenir Québec,2023,256,Verchères,7060,84,54,30,4945,2115,0.35714285714285715,0.29957507082152973,2023-12-18
Coalition avenir Québec,2023,258,Borduas,8605,94,65,29,6050,2555,0.30851063829787234,0.2969203951191168,2023-12-18
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3840,40,32,8,3120,720,0.2,0.1875,2023-12-18
Coalition avenir Québec,2023,264,Richelieu,6445,71,57,14,5120,1325,0.19718309859154928,0.20558572536850273,2023-12-18
Coalition avenir Québec,2023,300,Verdun,5780,62,40,22,3835,1945,0.3548387096774194,0.3365051903114187,2023-12-18
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,1075,13,7,6,700,375,0.46153846153846156,0.3488372093023256,2023-12-18
Coalition avenir Québec,2023,306,Marquette,1725,18,12,6,1200,525,0.3333333333333333,0.30434782608695654,2023-12-18
Coalition avenir Québec,2023,310,Jacques-Cartier,625,8,5,3,420,205,0.375,0.328,2023-12-18
Coalition avenir Québec,2023,312,Nelligan,1245,17,12,5,765,480,0.29411764705882354,0.3855421686746988,2023-12-18
Coalition avenir Québec,2023,316,Robert-Baldwin,1700,18,8,10,700,1000,0.5555555555555556,0.5882352941176471,2023-12-18
Coalition avenir Québec,2023,318,Saint-Laurent,3830,40,22,18,2030,1800,0.45,0.4699738903394256,2023-12-18
