entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,357783.05,4103,2972,1131,263690,94093.05,0.27565196197903974,0.26298912148018194,2023-06-08
Parti conservateur du Québec,2023,31365.9,511,379,132,24479.42,6886.48,0.2583170254403131,0.219553081531217,2023-06-08
Parti libéral du Québec,2023,74233.44,926,665,261,53862.44,20371,0.2818574514038877,0.27441810591022053,2023-06-08
Parti québécois,2023,361170.48,4865,4083,782,312829.65,48340.83,0.16073997944501542,0.13384490891946652,2023-06-08
Québec solidaire,2023,107298.57,1466,1210,256,91173.53,16125.04,0.17462482946793997,0.15028196554716433,2023-06-08
