entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,372980.05,4263,3066,1197,272445,100535.05,0.28078817733990147,0.26954538185085236,2023-06-15
Parti conservateur du Québec,2023,31668.55,515,382,133,24682.07,6986.48,0.258252427184466,0.22061256356858774,2023-06-15
Parti libéral du Québec,2023,79406.77,981,702,279,57235.77,22171,0.28440366972477066,0.2792079315151592,2023-06-15
Parti québécois,2023,370655.47,4997,4186,811,320567.64,50087.83,0.16229737842705624,0.13513311971357123,2023-06-15
Québec solidaire,2023,108821.19,1485,1221,264,92376.15,16445.04,0.17777777777777778,0.1511198324517495,2023-06-15
