entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,10490,110,85,25,8135,2355,0.22727272727272727,0.22449952335557674,2023-11-18
Coalition avenir Québec,2023,110,Saint-François,4430,48,38,10,3430,1000,0.20833333333333334,0.22573363431151242,2023-11-18
Coalition avenir Québec,2023,116,Sherbrooke,3095,35,26,9,2275,820,0.2571428571428571,0.2649434571890145,2023-11-18
Coalition avenir Québec,2023,120,Orford,6830,75,48,27,4595,2235,0.36,0.32723279648609077,2023-11-18
Coalition avenir Québec,2023,126,Johnson,4765,52,35,17,3160,1605,0.3269230769230769,0.33683105981112277,2023-11-18
Coalition avenir Québec,2023,132,Richmond,5585,60,39,21,3700,1885,0.35,0.3375111906893465,2023-11-18
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,5030,54,42,12,3830,1200,0.2222222222222222,0.23856858846918488,2023-11-18
Coalition avenir Québec,2023,144,Arthabaska,6715,74,65,9,5965,750,0.12162162162162163,0.11169024571854058,2023-11-18
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9425,98,71,27,6725,2700,0.2755102040816326,0.2864721485411141,2023-11-18
Coalition avenir Québec,2023,204,Brome-Missisquoi,11695,126,93,33,8625,3070,0.2619047619047619,0.2625053441641727,2023-11-18
Coalition avenir Québec,2023,206,Granby,6892,81,65,16,5675,1217,0.19753086419753085,0.1765815438189205,2023-11-18
Coalition avenir Québec,2023,210,Iberville,12390,155,71,84,6735,5655,0.5419354838709678,0.45641646489104115,2023-11-18
Coalition avenir Québec,2023,212,Saint-Jean,9290,105,56,49,5025,4265,0.4666666666666667,0.45909580193756727,2023-11-18
Coalition avenir Québec,2023,216,Huntingdon,8640,92,49,43,4595,4045,0.4673913043478261,0.4681712962962963,2023-11-18
Coalition avenir Québec,2023,218,Beauharnois,9117,100,68,32,6600,2517,0.32,0.27607765712405397,2023-11-18
Coalition avenir Québec,2023,220,Soulanges,7400,77,41,36,4100,3300,0.4675324675324675,0.44594594594594594,2023-11-18
Coalition avenir Québec,2023,224,Vaudreuil,2865,32,18,14,1725,1140,0.4375,0.39790575916230364,2023-11-18
Coalition avenir Québec,2023,226,Châteauguay,5935,73,40,33,3255,2680,0.4520547945205479,0.45155855096882896,2023-11-18
Coalition avenir Québec,2023,230,Sanguinet,5890,62,35,27,3355,2535,0.43548387096774194,0.4303904923599321,2023-11-18
Coalition avenir Québec,2023,232,La Prairie,7445,79,45,34,4150,3295,0.43037974683544306,0.4425789120214909,2023-11-18
Coalition avenir Québec,2023,236,La Pinière,2385,27,11,16,1100,1285,0.5925925925925926,0.5387840670859538,2023-11-18
Coalition avenir Québec,2023,238,Chambly,5445,65,37,28,3410,2035,0.4307692307692308,0.37373737373737376,2023-11-18
Coalition avenir Québec,2023,240,Vachon,2970,35,21,14,1795,1175,0.4,0.3956228956228956,2023-11-18
Coalition avenir Québec,2023,244,Laporte,5750,60,33,27,3050,2700,0.45,0.46956521739130436,2023-11-18
Coalition avenir Québec,2023,246,Marie-Victorin,3725,44,28,16,2200,1525,0.36363636363636365,0.40939597315436244,2023-11-18
Coalition avenir Québec,2023,250,Taillon,4720,52,33,19,2975,1745,0.36538461538461536,0.3697033898305085,2023-11-18
Coalition avenir Québec,2023,252,Montarville,7210,76,54,22,5110,2100,0.2894736842105263,0.2912621359223301,2023-11-18
Coalition avenir Québec,2023,256,Verchères,6235,74,51,23,4695,1540,0.3108108108108108,0.24699278267842822,2023-11-18
Coalition avenir Québec,2023,258,Borduas,7005,76,54,22,5050,1955,0.2894736842105263,0.2790863668807994,2023-11-18
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3440,36,29,7,2820,620,0.19444444444444445,0.18023255813953487,2023-11-18
Coalition avenir Québec,2023,264,Richelieu,6445,71,57,14,5120,1325,0.19718309859154928,0.20558572536850273,2023-11-18
Coalition avenir Québec,2023,300,Verdun,4880,53,31,22,2935,1945,0.41509433962264153,0.3985655737704918,2023-11-18
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,1075,13,7,6,700,375,0.46153846153846156,0.3488372093023256,2023-11-18
Coalition avenir Québec,2023,306,Marquette,1625,17,12,5,1200,425,0.29411764705882354,0.26153846153846155,2023-11-18
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-11-18
Coalition avenir Québec,2023,312,Nelligan,1145,16,11,5,665,480,0.3125,0.4192139737991266,2023-11-18
Coalition avenir Québec,2023,316,Robert-Baldwin,1300,14,7,7,600,700,0.5,0.5384615384615384,2023-11-18
Coalition avenir Québec,2023,318,Saint-Laurent,3330,35,19,16,1730,1600,0.45714285714285713,0.4804804804804805,2023-11-18
Coalition avenir Québec,2023,320,D'Arcy-McGee,1840,19,8,11,740,1100,0.5789473684210527,0.5978260869565217,2023-11-18
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1640,18,9,9,900,740,0.5,0.45121951219512196,2023-11-18
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,4185,40,28,12,3100,1085,0.3,0.25925925925925924,2023-11-18
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,2300,25,16,9,1475,825,0.36,0.358695652173913,2023-11-18
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,5300,53,33,20,3300,2000,0.37735849056603776,0.37735849056603776,2023-11-18
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,7700,79,54,25,5200,2500,0.31645569620253167,0.3246753246753247,2023-11-18
Coalition avenir Québec,2023,338,Acadie,1400,14,7,7,700,700,0.5,0.5,2023-11-18
Coalition avenir Québec,2023,340,Maurice-Richard,2975,31,21,10,2050,925,0.3225806451612903,0.31092436974789917,2023-11-18
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-11-18
Coalition avenir Québec,2023,346,Gouin,2235,25,17,8,1435,800,0.32,0.3579418344519016,2023-11-18
Coalition avenir Québec,2023,350,Mercier,1950,20,12,8,1150,800,0.4,0.41025641025641024,2023-11-18
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2200,23,16,7,1550,650,0.30434782608695654,0.29545454545454547,2023-11-18
Coalition avenir Québec,2023,356,Rosemont,3005,34,20,14,1760,1245,0.4117647058823529,0.41430948419301167,2023-11-18
Coalition avenir Québec,2023,358,Viau,575,7,2,5,150,425,0.7142857142857143,0.7391304347826086,2023-11-18
Coalition avenir Québec,2023,360,Bourassa-Sauvé,415,6,1,5,15,400,0.8333333333333334,0.963855421686747,2023-11-18
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-11-18
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,4095,47,28,19,2520,1575,0.40425531914893614,0.38461538461538464,2023-11-18
Coalition avenir Québec,2023,370,Camille-Laurin,2660,31,23,8,1985,675,0.25806451612903225,0.25375939849624063,2023-11-18
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,5180,60,44,16,3655,1525,0.26666666666666666,0.2944015444015444,2023-11-18
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2023-11-18
Coalition avenir Québec,2023,454,Laval-des-Rapides,2830,32,18,14,1750,1080,0.4375,0.38162544169611307,2023-11-18
Coalition avenir Québec,2023,460,Chomedey,2930,32,22,10,2025,905,0.3125,0.30887372013651876,2023-11-18
Coalition avenir Québec,2023,466,Fabre,3850,42,30,12,2700,1150,0.2857142857142857,0.2987012987012987,2023-11-18
Coalition avenir Québec,2023,470,Sainte-Rose,3077,35,22,13,1925,1152,0.37142857142857144,0.37439064023399415,2023-11-18
Coalition avenir Québec,2023,476,Vimont,2700,33,22,11,1715,985,0.3333333333333333,0.3648148148148148,2023-11-18
Coalition avenir Québec,2023,482,Mille-Îles,2975,34,23,11,2175,800,0.3235294117647059,0.2689075630252101,2023-11-18
Coalition avenir Québec,2023,502,Groulx,4185,46,33,13,3035,1150,0.2826086956521739,0.2747909199522103,2023-11-18
Coalition avenir Québec,2023,508,Deux-Montagnes,4755,53,38,15,3545,1210,0.2830188679245283,0.2544689800210305,2023-11-18
Coalition avenir Québec,2023,514,Mirabel,8210,90,56,34,4965,3245,0.37777777777777777,0.39524969549330086,2023-11-18
Coalition avenir Québec,2023,520,Argenteuil,4060,48,29,19,2410,1650,0.3958333333333333,0.4064039408866995,2023-11-18
Coalition avenir Québec,2023,526,Saint-Jérôme,6135,66,38,28,3335,2800,0.42424242424242425,0.45639771801140994,2023-11-18
Coalition avenir Québec,2023,530,Les Plaines,6140,68,40,28,3715,2425,0.4117647058823529,0.3949511400651466,2023-11-18
