entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,678584,7543,4795,2748,436658,241926,0.36431128198329576,0.3565159213892458,2023-11-25
Parti conservateur du Québec,2023,51540.59,982,666,316,38249.11,13291.48,0.32179226069246436,0.25788373784622953,2023-11-25
Parti libéral du Québec,2023,213598.14,2635,1759,876,146918.84,66679.3,0.33244781783681215,0.31217172583993474,2023-11-25
Parti québécois,2023,650657.25,8686,6928,1758,537100.87,113556.38,0.2023946580704582,0.17452565079387036,2023-11-25
Québec solidaire,2023,209918.22,2774,2127,647,172466.88,37451.34,0.2332372025955299,0.17840919192245436,2023-11-25
