entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,5410,60,55,5,5055,355,0.08333333333333333,0.06561922365988909,2023-10-20
Coalition avenir Québec,2023,110,Saint-François,3230,36,32,4,2830,400,0.1111111111111111,0.1238390092879257,2023-10-20
Coalition avenir Québec,2023,116,Sherbrooke,2195,26,23,3,1975,220,0.11538461538461539,0.10022779043280182,2023-10-20
Coalition avenir Québec,2023,120,Orford,3580,42,33,9,3095,485,0.21428571428571427,0.13547486033519554,2023-10-20
Coalition avenir Québec,2023,126,Johnson,2365,28,20,8,1660,705,0.2857142857142857,0.29809725158562367,2023-10-20
Coalition avenir Québec,2023,132,Richmond,3485,39,31,8,2900,585,0.20512820512820512,0.1678622668579627,2023-10-20
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2830,32,28,4,2430,400,0.125,0.1413427561837456,2023-10-20
Coalition avenir Québec,2023,144,Arthabaska,5965,66,59,7,5415,550,0.10606060606060606,0.09220452640402348,2023-10-20
Coalition avenir Québec,2023,150,Nicolet-Bécancour,8475,88,64,24,6075,2400,0.2727272727272727,0.2831858407079646,2023-10-20
Coalition avenir Québec,2023,204,Brome-Missisquoi,10045,110,85,25,7775,2270,0.22727272727272727,0.22598307615729218,2023-10-20
Coalition avenir Québec,2023,206,Granby,6592,78,63,15,5475,1117,0.19230769230769232,0.16944781553398058,2023-10-20
Coalition avenir Québec,2023,210,Iberville,8680,119,56,63,5150,3530,0.5294117647058824,0.4066820276497696,2023-10-20
Coalition avenir Québec,2023,212,Saint-Jean,7740,89,51,38,4550,3190,0.42696629213483145,0.41214470284237725,2023-10-20
Coalition avenir Québec,2023,216,Huntingdon,4865,55,33,22,2995,1870,0.4,0.38437821171634123,2023-10-20
Coalition avenir Québec,2023,218,Beauharnois,8667,95,67,28,6500,2167,0.29473684210526313,0.25002884504442136,2023-10-20
Coalition avenir Québec,2023,220,Soulanges,5700,60,36,24,3600,2100,0.4,0.3684210526315789,2023-10-20
Coalition avenir Québec,2023,224,Vaudreuil,2365,27,18,9,1725,640,0.3333333333333333,0.27061310782241016,2023-10-20
Coalition avenir Québec,2023,226,Châteauguay,4635,60,34,26,2695,1940,0.43333333333333335,0.418554476806904,2023-10-20
Coalition avenir Québec,2023,230,Sanguinet,4515,48,30,18,2855,1660,0.375,0.36766334440753046,2023-10-20
Coalition avenir Québec,2023,232,La Prairie,5825,61,38,23,3525,2300,0.3770491803278688,0.3948497854077253,2023-10-20
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-10-20
Coalition avenir Québec,2023,238,Chambly,5050,60,34,26,3185,1865,0.43333333333333335,0.3693069306930693,2023-10-20
Coalition avenir Québec,2023,240,Vachon,2770,33,21,12,1795,975,0.36363636363636365,0.351985559566787,2023-10-20
Coalition avenir Québec,2023,244,Laporte,3950,42,27,15,2450,1500,0.35714285714285715,0.379746835443038,2023-10-20
Coalition avenir Québec,2023,246,Marie-Victorin,3225,39,27,12,2100,1125,0.3076923076923077,0.3488372093023256,2023-10-20
Coalition avenir Québec,2023,250,Taillon,4220,47,31,16,2775,1445,0.3404255319148936,0.3424170616113744,2023-10-20
Coalition avenir Québec,2023,252,Montarville,6360,67,50,17,4710,1650,0.2537313432835821,0.25943396226415094,2023-10-20
Coalition avenir Québec,2023,256,Verchères,5735,68,47,21,4320,1415,0.3088235294117647,0.24673060156931126,2023-10-20
Coalition avenir Québec,2023,258,Borduas,6005,66,48,18,4450,1555,0.2727272727272727,0.2589508742714405,2023-10-20
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3240,34,27,7,2620,620,0.20588235294117646,0.19135802469135801,2023-10-20
Coalition avenir Québec,2023,264,Richelieu,5445,61,53,8,4720,725,0.13114754098360656,0.13314967860422405,2023-10-20
Coalition avenir Québec,2023,300,Verdun,4385,48,30,18,2835,1550,0.375,0.35347776510832385,2023-10-20
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-10-20
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-10-20
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-10-20
Coalition avenir Québec,2023,312,Nelligan,945,14,11,3,665,280,0.21428571428571427,0.2962962962962963,2023-10-20
Coalition avenir Québec,2023,316,Robert-Baldwin,1000,11,6,5,500,500,0.45454545454545453,0.5,2023-10-20
Coalition avenir Québec,2023,318,Saint-Laurent,2355,25,15,10,1355,1000,0.4,0.42462845010615713,2023-10-20
Coalition avenir Québec,2023,320,D'Arcy-McGee,1440,15,6,9,540,900,0.6,0.625,2023-10-20
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1340,15,8,7,800,540,0.4666666666666667,0.40298507462686567,2023-10-20
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3835,37,25,12,2800,1035,0.32432432432432434,0.26988265971316816,2023-10-20
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,2100,23,16,7,1475,625,0.30434782608695654,0.2976190476190476,2023-10-20
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,4900,49,31,18,3100,1800,0.3673469387755102,0.3673469387755102,2023-10-20
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5800,60,47,13,4500,1300,0.21666666666666667,0.22413793103448276,2023-10-20
Coalition avenir Québec,2023,338,Acadie,1000,10,6,4,600,400,0.4,0.4,2023-10-20
Coalition avenir Québec,2023,340,Maurice-Richard,2525,26,18,8,1800,725,0.3076923076923077,0.2871287128712871,2023-10-20
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-10-20
Coalition avenir Québec,2023,346,Gouin,1935,22,16,6,1335,600,0.2727272727272727,0.31007751937984496,2023-10-20
Coalition avenir Québec,2023,350,Mercier,1650,17,12,5,1150,500,0.29411764705882354,0.30303030303030304,2023-10-20
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-10-20
Coalition avenir Québec,2023,356,Rosemont,2405,28,19,9,1660,745,0.32142857142857145,0.3097713097713098,2023-10-20
Coalition avenir Québec,2023,358,Viau,575,7,2,5,150,425,0.7142857142857143,0.7391304347826086,2023-10-20
Coalition avenir Québec,2023,360,Bourassa-Sauvé,315,5,1,4,15,300,0.8,0.9523809523809523,2023-10-20
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-10-20
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,4075,46,27,19,2500,1575,0.41304347826086957,0.38650306748466257,2023-10-20
Coalition avenir Québec,2023,370,Camille-Laurin,2460,29,22,7,1885,575,0.2413793103448276,0.23373983739837398,2023-10-20
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4790,53,38,15,3365,1425,0.2830188679245283,0.2974947807933194,2023-10-20
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2023-10-20
Coalition avenir Québec,2023,454,Laval-des-Rapides,2205,25,16,9,1550,655,0.36,0.29705215419501135,2023-10-20
Coalition avenir Québec,2023,460,Chomedey,2030,23,16,7,1425,605,0.30434782608695654,0.29802955665024633,2023-10-20
Coalition avenir Québec,2023,466,Fabre,2500,28,25,3,2200,300,0.10714285714285714,0.12,2023-10-20
Coalition avenir Québec,2023,470,Sainte-Rose,2277,27,19,8,1625,652,0.2962962962962963,0.28634167764602547,2023-10-20
Coalition avenir Québec,2023,476,Vimont,2200,28,19,9,1415,785,0.32142857142857145,0.3568181818181818,2023-10-20
Coalition avenir Québec,2023,482,Mille-Îles,2575,30,21,9,1975,600,0.3,0.23300970873786409,2023-10-20
Coalition avenir Québec,2023,502,Groulx,3685,41,32,9,2935,750,0.21951219512195122,0.20352781546811397,2023-10-20
Coalition avenir Québec,2023,508,Deux-Montagnes,4180,46,37,9,3445,735,0.1956521739130435,0.17583732057416268,2023-10-20
Coalition avenir Québec,2023,514,Mirabel,6510,73,46,27,3965,2545,0.3698630136986301,0.39093701996927804,2023-10-20
Coalition avenir Québec,2023,520,Argenteuil,3660,44,29,15,2410,1250,0.3409090909090909,0.34153005464480873,2023-10-20
Coalition avenir Québec,2023,526,Saint-Jérôme,3635,41,29,12,2435,1200,0.2926829268292683,0.33012379642365886,2023-10-20
Coalition avenir Québec,2023,530,Les Plaines,3465,40,32,8,2915,550,0.2,0.15873015873015872,2023-10-20
Coalition avenir Québec,2023,536,Blainville,9590,99,70,29,6765,2825,0.29292929292929293,0.29457768508863397,2023-10-20
Coalition avenir Québec,2023,542,Terrebonne,7240,81,52,29,4655,2585,0.35802469135802467,0.35704419889502764,2023-10-20
Coalition avenir Québec,2023,548,Masson,7010,78,60,18,5535,1475,0.23076923076923078,0.21041369472182597,2023-10-20
Coalition avenir Québec,2023,554,L'Assomption,4990,58,51,7,4365,625,0.1206896551724138,0.125250501002004,2023-10-20
Coalition avenir Québec,2023,560,Repentigny,10845,125,96,29,8415,2430,0.232,0.22406639004149378,2023-10-20
Coalition avenir Québec,2023,566,Berthier,4485,49,40,9,3675,810,0.1836734693877551,0.1806020066889632,2023-10-20
Coalition avenir Québec,2023,570,Joliette,4170,45,39,6,3645,525,0.13333333333333333,0.12589928057553956,2023-10-20
Coalition avenir Québec,2023,576,Rousseau,4250,52,37,15,2875,1375,0.28846153846153844,0.3235294117647059,2023-10-20
Coalition avenir Québec,2023,582,Prévost,7115,74,47,27,4485,2630,0.36486486486486486,0.3696416022487702,2023-10-20
Coalition avenir Québec,2023,588,Bertrand,6615,77,41,36,3615,3000,0.4675324675324675,0.45351473922902497,2023-10-20
Coalition avenir Québec,2023,594,Labelle,7720,88,60,28,5245,2475,0.3181818181818182,0.32059585492227977,2023-10-20
Coalition avenir Québec,2023,602,Hull,7025,71,37,34,3625,3400,0.4788732394366197,0.48398576512455516,2023-10-20
Coalition avenir Québec,2023,608,Pontiac,4305,47,36,11,3280,1025,0.23404255319148937,0.23809523809523808,2023-10-20
Coalition avenir Québec,2023,614,Gatineau,6805,76,44,32,3685,3120,0.42105263157894735,0.458486407053637,2023-10-20
Coalition avenir Québec,2023,620,Chapleau,6385,68,49,19,4545,1840,0.27941176470588236,0.28817541111981204,2023-10-20
Coalition avenir Québec,2023,626,Papineau,5645,61,36,25,3205,2440,0.4098360655737705,0.4322409211691763,2023-10-20
Coalition avenir Québec,2023,636,Rouyn-Noranda-Témiscamingue,930,11,10,1,900,30,0.09090909090909091,0.03225806451612903,2023-10-20
Coalition avenir Québec,2023,642,Abitibi-Ouest,1245,16,14,2,1125,120,0.125,0.0963855421686747,2023-10-20
Coalition avenir Québec,2023,648,Abitibi-Est,395,7,6,1,390,5,0.14285714285714285,0.012658227848101266,2023-10-20
Coalition avenir Québec,2023,660,Trois-Rivières,7419,84,56,28,4990,2429,0.3333333333333333,0.3274026149076695,2023-10-20
Coalition avenir Québec,2023,666,Maskinongé,6847,97,58,39,4175,2672,0.4020618556701031,0.3902439024390244,2023-10-20
Coalition avenir Québec,2023,670,Laviolette-Saint-Maurice,3460,47,32,15,2535,925,0.3191489361702128,0.26734104046242774,2023-10-20
Coalition avenir Québec,2023,676,Champlain,9458,107,59,48,5058,4400,0.4485981308411215,0.4652146331148234,2023-10-20
Coalition avenir Québec,2023,702,Jean-Talon,8762,94,62,32,5610,3152,0.3404255319148936,0.3597352202693449,2023-10-20
Coalition avenir Québec,2023,708,Louis-Hébert,8285,90,56,34,5205,3080,0.37777777777777777,0.37175618587809295,2023-10-20
Coalition avenir Québec,2023,714,Portneuf,6865,80,71,9,6040,825,0.1125,0.12017479970866715,2023-10-20
Coalition avenir Québec,2023,720,La Peltrie,4350,47,29,18,2640,1710,0.3829787234042553,0.3931034482758621,2023-10-20
Coalition avenir Québec,2023,726,Vanier-Les Rivières,3450,40,28,12,2300,1150,0.3,0.3333333333333333,2023-10-20
Coalition avenir Québec,2023,730,Taschereau,7036,73,56,17,5470,1566,0.2328767123287671,0.22256964184195566,2023-10-20
Coalition avenir Québec,2023,736,Jean-Lesage,2725,28,18,10,1750,975,0.35714285714285715,0.3577981651376147,2023-10-20
Coalition avenir Québec,2023,742,Montmorency,5272,58,34,24,3115,2157,0.41379310344827586,0.4091426403641882,2023-10-20
Coalition avenir Québec,2023,748,Charlesbourg,4950,54,40,14,3705,1245,0.25925925925925924,0.2515151515151515,2023-10-20
Coalition avenir Québec,2023,754,Chauveau,4845,59,41,18,3250,1595,0.3050847457627119,0.32920536635706915,2023-10-20
Coalition avenir Québec,2023,760,Charlevoix-Côte-de-Beaupré,4340,47,36,11,3240,1100,0.23404255319148937,0.2534562211981567,2023-10-20
Coalition avenir Québec,2023,802,Beauce-Sud,7920,84,50,34,4635,3285,0.40476190476190477,0.4147727272727273,2023-10-20
Coalition avenir Québec,2023,806,Beauce-Nord,4370,49,37,12,3340,1030,0.24489795918367346,0.23569794050343248,2023-10-20
Coalition avenir Québec,2023,810,Lotbinière-Frontenac,3950,44,30,14,2625,1325,0.3181818181818182,0.33544303797468356,2023-10-20
Coalition avenir Québec,2023,814,Chutes-de-la-Chaudière,3765,42,28,14,2700,1065,0.3333333333333333,0.28286852589641437,2023-10-20
Coalition avenir Québec,2023,818,Lévis,3110,37,22,15,1815,1295,0.40540540540540543,0.41639871382636656,2023-10-20
Coalition avenir Québec,2023,822,Bellechasse,1805,23,17,6,1345,460,0.2608695652173913,0.2548476454293629,2023-10-20
Coalition avenir Québec,2023,826,Côte-du-Sud,5335,61,37,24,3270,2065,0.39344262295081966,0.38706654170571697,2023-10-20
Coalition avenir Québec,2023,834,Rivière-du-Loup-Témiscouata,9117,101,81,20,7365,1752,0.19801980198019803,0.19216847647252386,2023-10-20
Coalition avenir Québec,2023,838,Rimouski,795,10,7,3,575,220,0.3,0.27672955974842767,2023-10-20
Coalition avenir Québec,2023,842,Matane-Matapédia,215,7,6,1,205,10,0.14285714285714285,0.046511627906976744,2023-10-20
Coalition avenir Québec,2023,850,Bonaventure,1840,20,10,10,840,1000,0.5,0.5434782608695652,2023-10-20
Coalition avenir Québec,2023,854,Gaspé,2875,34,10,24,875,2000,0.7058823529411765,0.6956521739130435,2023-10-20
Coalition avenir Québec,2023,858,Îles-de-la-Madeleine,470,8,8,0,470,0,0,0,2023-10-20
Coalition avenir Québec,2023,902,Duplessis,325,4,4,0,325,0,0,0,2023-10-20
Coalition avenir Québec,2023,906,René-Lévesque,1370,15,13,2,1170,200,0.13333333333333333,0.145985401459854,2023-10-20
Coalition avenir Québec,2023,914,Dubuc,3827,42,32,10,2975,852,0.23809523809523808,0.22262869088058532,2023-10-20
Coalition avenir Québec,2023,918,Chicoutimi,7195,76,50,26,4770,2425,0.34210526315789475,0.3370396108408617,2023-10-20
Coalition avenir Québec,2023,922,Jonquière,5755,58,47,11,4675,1080,0.1896551724137931,0.18766290182450043,2023-10-20
Coalition avenir Québec,2023,926,Lac-Saint-Jean,8500,90,62,28,5790,2710,0.3111111111111111,0.31882352941176473,2023-10-20
Coalition avenir Québec,2023,930,Roberval,6950,71,31,40,2950,4000,0.5633802816901409,0.5755395683453237,2023-10-20
Coalition avenir Québec,2023,938,Ungava,1850,20,16,4,1520,330,0.2,0.1783783783783784,2023-10-20
Coalition avenir Québec,2023,NA,NA,400,4,1,3,100,300,0.75,0.75,2023-10-20
Parti conservateur du Québec,2023,104,Mégantic,516,10,6,4,256,260,0.4,0.5038759689922481,2023-10-20
Parti conservateur du Québec,2023,110,Saint-François,125,3,2,1,100,25,0.3333333333333333,0.2,2023-10-20
Parti conservateur du Québec,2023,116,Sherbrooke,313,5,5,0,313,0,0,0,2023-10-20
Parti conservateur du Québec,2023,120,Orford,846,10,6,4,506,340,0.4,0.40189125295508277,2023-10-20
Parti conservateur du Québec,2023,126,Johnson,525,6,6,0,525,0,0,0,2023-10-20
Parti conservateur du Québec,2023,132,Richmond,466,11,9,2,430,36,0.18181818181818182,0.07725321888412018,2023-10-20
Parti conservateur du Québec,2023,138,Drummond-Bois-Francs,241.16,8,6,2,201.16,40,0.25,0.1658649859014762,2023-10-20
Parti conservateur du Québec,2023,144,Arthabaska,765,15,11,4,530,235,0.26666666666666666,0.30718954248366015,2023-10-20
Parti conservateur du Québec,2023,150,Nicolet-Bécancour,328,5,3,2,128,200,0.4,0.6097560975609756,2023-10-20
Parti conservateur du Québec,2023,204,Brome-Missisquoi,535,10,4,6,280,255,0.6,0.4766355140186916,2023-10-20
Parti conservateur du Québec,2023,206,Granby,443,8,7,1,428,15,0.125,0.033860045146726865,2023-10-20
Parti conservateur du Québec,2023,210,Iberville,255,4,4,0,255,0,0,0,2023-10-20
Parti conservateur du Québec,2023,212,Saint-Jean,403,7,7,0,403,0,0,0,2023-10-20
Parti conservateur du Québec,2023,216,Huntingdon,200,5,2,3,145,55,0.6,0.275,2023-10-20
Parti conservateur du Québec,2023,220,Soulanges,390,7,5,2,365,25,0.2857142857142857,0.0641025641025641,2023-10-20
Parti conservateur du Québec,2023,224,Vaudreuil,75,2,0,2,0,75,1,1,2023-10-20
Parti conservateur du Québec,2023,226,Châteauguay,150,3,1,2,100,50,0.6666666666666666,0.3333333333333333,2023-10-20
Parti conservateur du Québec,2023,230,Sanguinet,330,7,6,1,310,20,0.14285714285714285,0.06060606060606061,2023-10-20
Parti conservateur du Québec,2023,232,La Prairie,165,4,3,1,145,20,0.25,0.12121212121212122,2023-10-20
Parti conservateur du Québec,2023,236,La Pinière,5,1,1,0,5,0,0,0,2023-10-20
Parti conservateur du Québec,2023,238,Chambly,200,5,4,1,180,20,0.2,0.1,2023-10-20
Parti conservateur du Québec,2023,240,Vachon,248,5,4,1,243,5,0.2,0.020161290322580645,2023-10-20
Parti conservateur du Québec,2023,244,Laporte,135,3,1,2,10,125,0.6666666666666666,0.9259259259259259,2023-10-20
Parti conservateur du Québec,2023,246,Marie-Victorin,265,6,3,3,55,210,0.5,0.7924528301886793,2023-10-20
Parti conservateur du Québec,2023,250,Taillon,155,4,2,2,120,35,0.5,0.22580645161290322,2023-10-20
Parti conservateur du Québec,2023,252,Montarville,435,9,7,2,320,115,0.2222222222222222,0.26436781609195403,2023-10-20
Parti conservateur du Québec,2023,256,Verchères,410,5,5,0,410,0,0,0,2023-10-20
Parti conservateur du Québec,2023,258,Borduas,213,5,2,3,90,123,0.6,0.5774647887323944,2023-10-20
Parti conservateur du Québec,2023,260,Saint-Hyacinthe,235,5,2,3,30,205,0.6,0.8723404255319149,2023-10-20
Parti conservateur du Québec,2023,264,Richelieu,76,4,4,0,76,0,0,0,2023-10-20
Parti conservateur du Québec,2023,300,Verdun,320,4,3,1,300,20,0.25,0.0625,2023-10-20
Parti conservateur du Québec,2023,304,Marguerite-Bourgeoys,20,1,1,0,20,0,0,0,2023-10-20
Parti conservateur du Québec,2023,306,Marquette,40,2,2,0,40,0,0,0,2023-10-20
Parti conservateur du Québec,2023,310,Jacques-Cartier,53,2,0,2,0,53,1,1,2023-10-20
Parti conservateur du Québec,2023,312,Nelligan,380,6,5,1,370,10,0.16666666666666666,0.02631578947368421,2023-10-20
Parti conservateur du Québec,2023,316,Robert-Baldwin,150,2,0,2,0,150,1,1,2023-10-20
Parti conservateur du Québec,2023,318,Saint-Laurent,200,2,2,0,200,0,0,0,2023-10-20
Parti conservateur du Québec,2023,320,D'Arcy-McGee,210,3,1,2,100,110,0.6666666666666666,0.5238095238095238,2023-10-20
Parti conservateur du Québec,2023,324,Notre-Dame-de-Grâce,75,3,2,1,60,15,0.3333333333333333,0.2,2023-10-20
Parti conservateur du Québec,2023,326,Saint-Henri-Sainte-Anne,330.23,4,1,3,200,130.23,0.75,0.394361505617297,2023-10-20
Parti conservateur du Québec,2023,330,Sainte-Marie-Saint-Jacques,165,3,3,0,165,0,0,0,2023-10-20
Parti conservateur du Québec,2023,332,Westmount-Saint-Louis,355.97,6,5,1,335.97,20,0.16666666666666666,0.05618450993061212,2023-10-20
Parti conservateur du Québec,2023,336,Mont-Royal-Outremont,200,2,2,0,200,0,0,0,2023-10-20
Parti conservateur du Québec,2023,338,Acadie,160,3,2,1,60,100,0.3333333333333333,0.625,2023-10-20
Parti conservateur du Québec,2023,340,Maurice-Richard,420,5,3,2,300,120,0.4,0.2857142857142857,2023-10-20
