entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,711754,7885,4916,2969,448748,263006,0.37653772986683576,0.36951812002461526,2023-12-05
Parti conservateur du Québec,2023,51585.59,984,666,318,38249.11,13336.48,0.3231707317073171,0.2585311130492062,2023-12-05
Parti libéral du Québec,2023,233030.1,2841,1857,984,156330.8,76699.3,0.34635691657866946,0.32913902538770745,2023-12-05
Parti québécois,2023,668113.6,8918,7116,1802,551547.22,116566.38,0.20206324287956942,0.1744708983621947,2023-12-05
Québec solidaire,2023,217597.49,2893,2205,688,178322.82,39274.67,0.23781541652264085,0.18049229336239125,2023-12-05
