entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4585,52,47,5,4230,355,0.09615384615384616,0.07742639040348964,2023-08-24
Coalition avenir Québec,2023,110,Saint-François,2530,29,27,2,2330,200,0.06896551724137931,0.07905138339920949,2023-08-24
Coalition avenir Québec,2023,116,Sherbrooke,2095,25,22,3,1875,220,0.12,0.10501193317422435,2023-08-24
Coalition avenir Québec,2023,120,Orford,2950,34,28,6,2595,355,0.17647058823529413,0.12033898305084746,2023-08-24
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-08-24
Coalition avenir Québec,2023,132,Richmond,2460,28,26,2,2400,60,0.07142857142857142,0.024390243902439025,2023-08-24
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2030,24,23,1,1930,100,0.041666666666666664,0.04926108374384237,2023-08-24
Coalition avenir Québec,2023,144,Arthabaska,5865,65,58,7,5315,550,0.1076923076923077,0.0937766410912191,2023-08-24
Coalition avenir Québec,2023,150,Nicolet-Bécancour,5275,56,45,11,4175,1100,0.19642857142857142,0.20853080568720378,2023-08-24
Coalition avenir Québec,2023,204,Brome-Missisquoi,5800,68,57,11,4870,930,0.16176470588235295,0.16034482758620688,2023-08-24
Coalition avenir Québec,2023,206,Granby,6362,74,62,12,5465,897,0.16216216216216217,0.14099339830242064,2023-08-24
Coalition avenir Québec,2023,210,Iberville,5785,92,45,47,4015,1770,0.5108695652173914,0.3059636992221262,2023-08-24
Coalition avenir Québec,2023,212,Saint-Jean,5765,68,46,22,4175,1590,0.3235294117647059,0.27580225498699046,2023-08-24
Coalition avenir Québec,2023,216,Huntingdon,3265,38,24,14,2095,1170,0.3684210526315789,0.35834609494640124,2023-08-24
Coalition avenir Québec,2023,218,Beauharnois,8417,92,66,26,6400,2017,0.2826086956521739,0.23963407389806343,2023-08-24
Coalition avenir Québec,2023,220,Soulanges,4600,49,31,18,3100,1500,0.3673469387755102,0.32608695652173914,2023-08-24
