entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4785,54,49,5,4430,355,0.09259259259259259,0.0741901776384535,2023-09-07
Coalition avenir Québec,2023,110,Saint-François,2630,30,28,2,2430,200,0.06666666666666667,0.07604562737642585,2023-09-07
Coalition avenir Québec,2023,116,Sherbrooke,2095,25,22,3,1875,220,0.12,0.10501193317422435,2023-09-07
Coalition avenir Québec,2023,120,Orford,2950,34,28,6,2595,355,0.17647058823529413,0.12033898305084746,2023-09-07
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-09-07
Coalition avenir Québec,2023,132,Richmond,2560,29,27,2,2500,60,0.06896551724137931,0.0234375,2023-09-07
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2030,24,23,1,1930,100,0.041666666666666664,0.04926108374384237,2023-09-07
Coalition avenir Québec,2023,144,Arthabaska,5865,65,58,7,5315,550,0.1076923076923077,0.0937766410912191,2023-09-07
Coalition avenir Québec,2023,150,Nicolet-Bécancour,6375,67,52,15,4875,1500,0.22388059701492538,0.23529411764705882,2023-09-07
Coalition avenir Québec,2023,204,Brome-Missisquoi,5800,68,57,11,4870,930,0.16176470588235295,0.16034482758620688,2023-09-07
Coalition avenir Québec,2023,206,Granby,6362,74,62,12,5465,897,0.16216216216216217,0.14099339830242064,2023-09-07
Coalition avenir Québec,2023,210,Iberville,6035,95,48,47,4265,1770,0.49473684210526314,0.29328914664457334,2023-09-07
Coalition avenir Québec,2023,212,Saint-Jean,5765,68,46,22,4175,1590,0.3235294117647059,0.27580225498699046,2023-09-07
Coalition avenir Québec,2023,216,Huntingdon,3365,39,25,14,2195,1170,0.358974358974359,0.3476968796433878,2023-09-07
Coalition avenir Québec,2023,218,Beauharnois,8567,94,67,27,6500,2067,0.2872340425531915,0.24127465857359637,2023-09-07
Coalition avenir Québec,2023,220,Soulanges,4700,50,32,18,3200,1500,0.36,0.3191489361702128,2023-09-07
Coalition avenir Québec,2023,224,Vaudreuil,1915,23,15,8,1375,540,0.34782608695652173,0.2819843342036554,2023-09-07
Coalition avenir Québec,2023,226,Châteauguay,4210,56,32,24,2470,1740,0.42857142857142855,0.41330166270783847,2023-09-07
Coalition avenir Québec,2023,230,Sanguinet,2615,29,24,5,2255,360,0.1724137931034483,0.13766730401529637,2023-09-07
Coalition avenir Québec,2023,232,La Prairie,5025,53,35,18,3225,1800,0.33962264150943394,0.3582089552238806,2023-09-07
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-09-07
Coalition avenir Québec,2023,238,Chambly,4510,54,31,23,2885,1625,0.42592592592592593,0.360310421286031,2023-09-07
Coalition avenir Québec,2023,240,Vachon,2470,30,19,11,1595,875,0.36666666666666664,0.354251012145749,2023-09-07
Coalition avenir Québec,2023,244,Laporte,3425,37,26,11,2325,1100,0.2972972972972973,0.32116788321167883,2023-09-07
Coalition avenir Québec,2023,246,Marie-Victorin,3015,36,24,12,1890,1125,0.3333333333333333,0.373134328358209,2023-09-07
Coalition avenir Québec,2023,250,Taillon,3695,41,28,13,2475,1220,0.3170731707317073,0.3301759133964817,2023-09-07
Coalition avenir Québec,2023,252,Montarville,5960,63,48,15,4510,1450,0.23809523809523808,0.24328859060402686,2023-09-07
Coalition avenir Québec,2023,256,Verchères,5435,65,46,19,4220,1215,0.2923076923076923,0.22355105795768168,2023-09-07
Coalition avenir Québec,2023,258,Borduas,5365,59,46,13,4280,1085,0.22033898305084745,0.2022367194780988,2023-09-07
Coalition avenir Québec,2023,260,Saint-Hyacinthe,2540,27,26,1,2520,20,0.037037037037037035,0.007874015748031496,2023-09-07
Coalition avenir Québec,2023,264,Richelieu,3640,43,40,3,3415,225,0.06976744186046512,0.061813186813186816,2023-09-07
Coalition avenir Québec,2023,300,Verdun,4085,45,27,18,2535,1550,0.4,0.379436964504284,2023-09-07
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-09-07
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-09-07
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-09-07
Coalition avenir Québec,2023,312,Nelligan,785,12,10,2,585,200,0.16666666666666666,0.25477707006369427,2023-09-07
Coalition avenir Québec,2023,316,Robert-Baldwin,800,9,5,4,400,400,0.4444444444444444,0.5,2023-09-07
Coalition avenir Québec,2023,318,Saint-Laurent,2055,22,14,8,1255,800,0.36363636363636365,0.38929440389294406,2023-09-07
Coalition avenir Québec,2023,320,D'Arcy-McGee,1040,11,6,5,540,500,0.45454545454545453,0.4807692307692308,2023-09-07
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1140,13,8,5,800,340,0.38461538461538464,0.2982456140350877,2023-09-07
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3135,31,23,8,2500,635,0.25806451612903225,0.2025518341307815,2023-09-07
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1830,21,14,7,1205,625,0.3333333333333333,0.34153005464480873,2023-09-07
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,3400,34,22,12,2200,1200,0.35294117647058826,0.35294117647058826,2023-09-07
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5100,53,41,12,3900,1200,0.22641509433962265,0.23529411764705882,2023-09-07
Coalition avenir Québec,2023,338,Acadie,1000,10,6,4,600,400,0.4,0.4,2023-09-07
Coalition avenir Québec,2023,340,Maurice-Richard,2425,25,18,7,1800,625,0.28,0.25773195876288657,2023-09-07
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-09-07
Coalition avenir Québec,2023,346,Gouin,1735,20,15,5,1235,500,0.25,0.2881844380403458,2023-09-07
Coalition avenir Québec,2023,350,Mercier,1450,15,11,4,1050,400,0.26666666666666666,0.27586206896551724,2023-09-07
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-09-07
Coalition avenir Québec,2023,356,Rosemont,2130,24,15,9,1385,745,0.375,0.34976525821596244,2023-09-07
Coalition avenir Québec,2023,358,Viau,575,7,2,5,150,425,0.7142857142857143,0.7391304347826086,2023-09-07
Coalition avenir Québec,2023,360,Bourassa-Sauvé,315,5,1,4,15,300,0.8,0.9523809523809523,2023-09-07
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-09-07
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,3975,45,27,18,2500,1475,0.4,0.3710691823899371,2023-09-07
Coalition avenir Québec,2023,370,Camille-Laurin,2235,26,20,6,1685,550,0.23076923076923078,0.24608501118568232,2023-09-07
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4790,53,38,15,3365,1425,0.2830188679245283,0.2974947807933194,2023-09-07
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2023-09-07
Coalition avenir Québec,2023,454,Laval-des-Rapides,1805,21,14,7,1350,455,0.3333333333333333,0.2520775623268698,2023-09-07
Coalition avenir Québec,2023,460,Chomedey,1430,17,13,4,1125,305,0.23529411764705882,0.21328671328671328,2023-09-07
Coalition avenir Québec,2023,466,Fabre,1900,22,21,1,1800,100,0.045454545454545456,0.05263157894736842,2023-09-07
Coalition avenir Québec,2023,470,Sainte-Rose,2077,25,18,7,1525,552,0.28,0.26576793452094366,2023-09-07
Coalition avenir Québec,2023,476,Vimont,1800,24,16,8,1115,685,0.3333333333333333,0.38055555555555554,2023-09-07
Coalition avenir Québec,2023,482,Mille-Îles,1975,24,16,8,1475,500,0.3333333333333333,0.25316455696202533,2023-09-07
Coalition avenir Québec,2023,502,Groulx,3385,38,31,7,2835,550,0.18421052631578946,0.16248153618906944,2023-09-07
Coalition avenir Québec,2023,508,Deux-Montagnes,3580,40,33,7,3045,535,0.175,0.1494413407821229,2023-09-07
Coalition avenir Québec,2023,514,Mirabel,4835,56,44,12,3765,1070,0.21428571428571427,0.22130299896587383,2023-09-07
Coalition avenir Québec,2023,520,Argenteuil,2860,36,25,11,2010,850,0.3055555555555556,0.2972027972027972,2023-09-07
Coalition avenir Québec,2023,526,Saint-Jérôme,3135,36,26,10,2135,1000,0.2777777777777778,0.3189792663476874,2023-09-07
Coalition avenir Québec,2023,530,Les Plaines,3065,36,30,6,2715,350,0.16666666666666666,0.11419249592169657,2023-09-07
Coalition avenir Québec,2023,536,Blainville,8990,93,67,26,6465,2525,0.27956989247311825,0.28086763070077864,2023-09-07
Coalition avenir Québec,2023,542,Terrebonne,6940,78,49,29,4355,2585,0.3717948717948718,0.37247838616714696,2023-09-07
Coalition avenir Québec,2023,548,Masson,6810,74,58,16,5410,1400,0.21621621621621623,0.2055800293685756,2023-09-07
Coalition avenir Québec,2023,554,L'Assomption,4690,55,48,7,4065,625,0.12727272727272726,0.13326226012793177,2023-09-07
Coalition avenir Québec,2023,560,Repentigny,9575,111,88,23,7695,1880,0.2072072072072072,0.19634464751958225,2023-09-07
Coalition avenir Québec,2023,566,Berthier,4385,48,40,8,3675,710,0.16666666666666666,0.1619156214367161,2023-09-07
Coalition avenir Québec,2023,570,Joliette,2985,32,29,3,2760,225,0.09375,0.07537688442211055,2023-09-07
Coalition avenir Québec,2023,576,Rousseau,3350,43,30,13,2175,1175,0.3023255813953488,0.35074626865671643,2023-09-07
Coalition avenir Québec,2023,582,Prévost,6715,70,45,25,4285,2430,0.35714285714285715,0.3618763961280715,2023-09-07
Coalition avenir Québec,2023,588,Bertrand,6415,75,40,35,3515,2900,0.4666666666666667,0.4520654715510522,2023-09-07
Coalition avenir Québec,2023,594,Labelle,5220,63,52,11,4445,775,0.1746031746031746,0.14846743295019157,2023-09-07
Coalition avenir Québec,2023,602,Hull,6925,70,37,33,3625,3300,0.4714285714285714,0.47653429602888087,2023-09-07
Coalition avenir Québec,2023,608,Pontiac,4105,45,34,11,3080,1025,0.24444444444444444,0.2496954933008526,2023-09-07
Coalition avenir Québec,2023,614,Gatineau,6405,71,39,32,3285,3120,0.4507042253521127,0.48711943793911006,2023-09-07
Coalition avenir Québec,2023,620,Chapleau,5935,63,47,16,4395,1540,0.25396825396825395,0.2594776748104465,2023-09-07
Coalition avenir Québec,2023,626,Papineau,5645,61,36,25,3205,2440,0.4098360655737705,0.4322409211691763,2023-09-07
Coalition avenir Québec,2023,636,Rouyn-Noranda-Témiscamingue,930,11,10,1,900,30,0.09090909090909091,0.03225806451612903,2023-09-07
Coalition avenir Québec,2023,642,Abitibi-Ouest,1245,16,14,2,1125,120,0.125,0.0963855421686747,2023-09-07
Coalition avenir Québec,2023,648,Abitibi-Est,395,7,6,1,390,5,0.14285714285714285,0.012658227848101266,2023-09-07
Coalition avenir Québec,2023,660,Trois-Rivières,7119,81,53,28,4690,2429,0.345679012345679,0.34119960668633237,2023-09-07
Coalition avenir Québec,2023,666,Maskinongé,6747,96,58,38,4175,2572,0.3958333333333333,0.38120646213131765,2023-09-07
Coalition avenir Québec,2023,670,Laviolette-Saint-Maurice,3260,45,30,15,2335,925,0.3333333333333333,0.2837423312883436,2023-09-07
Coalition avenir Québec,2023,676,Champlain,9458,107,59,48,5058,4400,0.4485981308411215,0.4652146331148234,2023-09-07
Coalition avenir Québec,2023,702,Jean-Talon,7362,82,58,24,5110,2252,0.2926829268292683,0.3058951371909807,2023-09-07
Coalition avenir Québec,2023,708,Louis-Hébert,7565,82,50,32,4605,2960,0.3902439024390244,0.39127561136814276,2023-09-07
Coalition avenir Québec,2023,714,Portneuf,6060,71,64,7,5435,625,0.09859154929577464,0.10313531353135313,2023-09-07
Coalition avenir Québec,2023,720,La Peltrie,4250,46,29,17,2640,1610,0.3695652173913043,0.3788235294117647,2023-09-07
Coalition avenir Québec,2023,726,Vanier-Les Rivières,3250,38,27,11,2200,1050,0.2894736842105263,0.3230769230769231,2023-09-07
Coalition avenir Québec,2023,730,Taschereau,6621,68,54,14,5270,1351,0.20588235294117646,0.20404772692946685,2023-09-07
Coalition avenir Québec,2023,736,Jean-Lesage,2425,25,18,7,1750,675,0.28,0.27835051546391754,2023-09-07
Coalition avenir Québec,2023,742,Montmorency,3922,44,27,17,2465,1457,0.38636363636363635,0.37149413564507905,2023-09-07
Coalition avenir Québec,2023,748,Charlesbourg,3975,45,35,10,3130,845,0.2222222222222222,0.21257861635220127,2023-09-07
Coalition avenir Québec,2023,754,Chauveau,4395,54,37,17,2900,1495,0.3148148148148148,0.34015927189988626,2023-09-07
Coalition avenir Québec,2023,760,Charlevoix-Côte-de-Beaupré,4240,46,35,11,3140,1100,0.2391304347826087,0.25943396226415094,2023-09-07
Coalition avenir Québec,2023,802,Beauce-Sud,7720,82,50,32,4635,3085,0.3902439024390244,0.39961139896373055,2023-09-07
Coalition avenir Québec,2023,806,Beauce-Nord,3650,41,32,9,2920,730,0.21951219512195122,0.2,2023-09-07
Coalition avenir Québec,2023,810,Lotbinière-Frontenac,3950,44,30,14,2625,1325,0.3181818181818182,0.33544303797468356,2023-09-07
Coalition avenir Québec,2023,814,Chutes-de-la-Chaudière,3065,35,24,11,2300,765,0.3142857142857143,0.2495921696574225,2023-09-07
Coalition avenir Québec,2023,818,Lévis,2385,29,20,9,1690,695,0.3103448275862069,0.2914046121593291,2023-09-07
Coalition avenir Québec,2023,822,Bellechasse,1505,20,17,3,1345,160,0.15,0.10631229235880399,2023-09-07
Coalition avenir Québec,2023,826,Côte-du-Sud,4235,48,28,20,2570,1665,0.4166666666666667,0.39315230224321135,2023-09-07
Coalition avenir Québec,2023,834,Rivière-du-Loup-Témiscouata,8517,95,78,17,7065,1452,0.17894736842105263,0.1704825642831983,2023-09-07
Coalition avenir Québec,2023,838,Rimouski,795,10,7,3,575,220,0.3,0.27672955974842767,2023-09-07
Coalition avenir Québec,2023,842,Matane-Matapédia,215,7,6,1,205,10,0.14285714285714285,0.046511627906976744,2023-09-07
Coalition avenir Québec,2023,850,Bonaventure,1140,13,9,4,740,400,0.3076923076923077,0.3508771929824561,2023-09-07
Coalition avenir Québec,2023,854,Gaspé,2650,31,9,22,775,1875,0.7096774193548387,0.7075471698113207,2023-09-07
Coalition avenir Québec,2023,858,Îles-de-la-Madeleine,470,8,8,0,470,0,0,0,2023-09-07
Coalition avenir Québec,2023,902,Duplessis,325,4,4,0,325,0,0,0,2023-09-07
Coalition avenir Québec,2023,906,René-Lévesque,1370,15,13,2,1170,200,0.13333333333333333,0.145985401459854,2023-09-07
Coalition avenir Québec,2023,914,Dubuc,3352,37,29,8,2700,652,0.21621621621621623,0.19451073985680192,2023-09-07
Coalition avenir Québec,2023,918,Chicoutimi,6677.03,71,47,24,4470,2207.03,0.3380281690140845,0.3305406745214564,2023-09-07
Coalition avenir Québec,2023,922,Jonquière,2455,25,20,5,1975,480,0.2,0.1955193482688391,2023-09-07
Coalition avenir Québec,2023,926,Lac-Saint-Jean,8500,90,62,28,5790,2710,0.3111111111111111,0.31882352941176473,2023-09-07
Coalition avenir Québec,2023,930,Roberval,6850,70,31,39,2950,3900,0.5571428571428572,0.5693430656934306,2023-09-07
Coalition avenir Québec,2023,938,Ungava,1750,19,16,3,1520,230,0.15789473684210525,0.13142857142857142,2023-09-07
Coalition avenir Québec,2023,NA,NA,400,4,1,3,100,300,0.75,0.75,2023-09-07
Parti conservateur du Québec,2023,104,Mégantic,506,9,6,3,256,250,0.3333333333333333,0.49407114624505927,2023-09-07
Parti conservateur du Québec,2023,110,Saint-François,105,3,2,1,80,25,0.3333333333333333,0.23809523809523808,2023-09-07
