entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,748719,8279,5064,3215,463173,285546,0.38833192414542816,0.38137939600838233,2023-12-15
Parti conservateur du Québec,2023,52833.59,1012,685,327,39239.44,13594.15,0.3231225296442688,0.25730127367835504,2023-12-15
Parti libéral du Québec,2023,246405.09,2987,1930,1057,162752.46,83652.63,0.3538667559424171,0.339492297013832,2023-12-15
Parti québécois,2023,690580.57,9230,7357,1873,569593.86,120986.71,0.2029252437703142,0.1751956473377176,2023-12-15
Québec solidaire,2023,227566.98,3043,2294,749,185210.66,42356.32,0.24613867893526126,0.18612682736309108,2023-12-15
