entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4185,48,43,5,3830,355,0.10416666666666667,0.08482676224611709,2023-07-06
Coalition avenir Québec,2023,110,Saint-François,2230,26,25,1,2130,100,0.038461538461538464,0.04484304932735426,2023-07-06
Coalition avenir Québec,2023,116,Sherbrooke,1995,24,22,2,1875,120,0.08333333333333333,0.06015037593984962,2023-07-06
Coalition avenir Québec,2023,120,Orford,2630,30,25,5,2375,255,0.16666666666666666,0.09695817490494296,2023-07-06
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-07-06
Coalition avenir Québec,2023,132,Richmond,2460,28,26,2,2400,60,0.07142857142857142,0.024390243902439025,2023-07-06
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1830,22,21,1,1730,100,0.045454545454545456,0.0546448087431694,2023-07-06
Coalition avenir Québec,2023,144,Arthabaska,5665,63,57,6,5215,450,0.09523809523809523,0.0794351279788173,2023-07-06
Coalition avenir Québec,2023,150,Nicolet-Bécancour,4085,45,37,8,3375,710,0.17777777777777778,0.17380660954712362,2023-07-06
Coalition avenir Québec,2023,204,Brome-Missisquoi,5600,66,55,11,4670,930,0.16666666666666666,0.16607142857142856,2023-07-06
Coalition avenir Québec,2023,206,Granby,5362,64,53,11,4565,797,0.171875,0.1486385676986199,2023-07-06
Coalition avenir Québec,2023,210,Iberville,5360,87,41,46,3615,1745,0.5287356321839081,0.3255597014925373,2023-07-06
Coalition avenir Québec,2023,212,Saint-Jean,4965,60,39,21,3475,1490,0.35,0.3001007049345418,2023-07-06
Coalition avenir Québec,2023,216,Huntingdon,2690,31,22,9,1980,710,0.2903225806451613,0.26394052044609667,2023-07-06
Coalition avenir Québec,2023,218,Beauharnois,8142,90,65,25,6300,1842,0.2777777777777778,0.2262343404568902,2023-07-06
Coalition avenir Québec,2023,220,Soulanges,4300,46,28,18,2800,1500,0.391304347826087,0.3488372093023256,2023-07-06
Coalition avenir Québec,2023,224,Vaudreuil,1580,19,13,6,1175,405,0.3157894736842105,0.2563291139240506,2023-07-06
Coalition avenir Québec,2023,226,Châteauguay,3960,53,30,23,2320,1640,0.4339622641509434,0.41414141414141414,2023-07-06
Coalition avenir Québec,2023,230,Sanguinet,1715,20,16,4,1455,260,0.2,0.15160349854227406,2023-07-06
Coalition avenir Québec,2023,232,La Prairie,4575,48,30,18,2775,1800,0.375,0.39344262295081966,2023-07-06
Coalition avenir Québec,2023,236,La Pinière,1985,23,10,13,1000,985,0.5652173913043478,0.49622166246851385,2023-07-06
Coalition avenir Québec,2023,238,Chambly,4105,49,30,19,2785,1320,0.3877551020408163,0.3215590742996346,2023-07-06
Coalition avenir Québec,2023,240,Vachon,2320,27,18,9,1565,755,0.3333333333333333,0.3254310344827586,2023-07-06
Coalition avenir Québec,2023,244,Laporte,3425,37,26,11,2325,1100,0.2972972972972973,0.32116788321167883,2023-07-06
Coalition avenir Québec,2023,246,Marie-Victorin,2915,35,23,12,1790,1125,0.34285714285714286,0.38593481989708406,2023-07-06
Coalition avenir Québec,2023,250,Taillon,3310,37,26,11,2290,1020,0.2972972972972973,0.3081570996978852,2023-07-06
Coalition avenir Québec,2023,252,Montarville,5210,55,43,12,4060,1150,0.21818181818181817,0.22072936660268713,2023-07-06
Coalition avenir Québec,2023,256,Verchères,4660,57,39,18,3545,1115,0.3157894736842105,0.23927038626609443,2023-07-06
Coalition avenir Québec,2023,258,Borduas,4665,51,40,11,3780,885,0.21568627450980393,0.18971061093247588,2023-07-06
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1740,19,18,1,1720,20,0.05263157894736842,0.011494252873563218,2023-07-06
Coalition avenir Québec,2023,264,Richelieu,2840,35,32,3,2615,225,0.08571428571428572,0.07922535211267606,2023-07-06
Coalition avenir Québec,2023,300,Verdun,3785,42,24,18,2235,1550,0.42857142857142855,0.4095112285336856,2023-07-06
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-07-06
Coalition avenir Québec,2023,306,Marquette,1225,13,9,4,900,325,0.3076923076923077,0.2653061224489796,2023-07-06
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-07-06
Coalition avenir Québec,2023,312,Nelligan,785,12,10,2,585,200,0.16666666666666666,0.25477707006369427,2023-07-06
Coalition avenir Québec,2023,316,Robert-Baldwin,700,8,4,4,300,400,0.5,0.5714285714285714,2023-07-06
Coalition avenir Québec,2023,318,Saint-Laurent,1825,19,11,8,1025,800,0.42105263157894735,0.4383561643835616,2023-07-06
Coalition avenir Québec,2023,320,D'Arcy-McGee,640,7,6,1,540,100,0.14285714285714285,0.15625,2023-07-06
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1040,12,7,5,700,340,0.4166666666666667,0.3269230769230769,2023-07-06
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3135,31,23,8,2500,635,0.25806451612903225,0.2025518341307815,2023-07-06
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1830,21,14,7,1205,625,0.3333333333333333,0.34153005464480873,2023-07-06
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,3300,33,21,12,2100,1200,0.36363636363636365,0.36363636363636365,2023-07-06
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5000,52,40,12,3800,1200,0.23076923076923078,0.24,2023-07-06
Coalition avenir Québec,2023,338,Acadie,900,9,5,4,500,400,0.4444444444444444,0.4444444444444444,2023-07-06
Coalition avenir Québec,2023,340,Maurice-Richard,2225,23,17,6,1700,525,0.2608695652173913,0.23595505617977527,2023-07-06
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-07-06
Coalition avenir Québec,2023,346,Gouin,1635,19,14,5,1135,500,0.2631578947368421,0.3058103975535168,2023-07-06
Coalition avenir Québec,2023,350,Mercier,1350,14,11,3,1050,300,0.21428571428571427,0.2222222222222222,2023-07-06
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-07-06
Coalition avenir Québec,2023,356,Rosemont,2130,24,15,9,1385,745,0.375,0.34976525821596244,2023-07-06
Coalition avenir Québec,2023,358,Viau,475,6,2,4,150,325,0.6666666666666666,0.6842105263157895,2023-07-06
Coalition avenir Québec,2023,360,Bourassa-Sauvé,265,4,1,3,15,250,0.75,0.9433962264150944,2023-07-06
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-07-06
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,3975,45,27,18,2500,1475,0.4,0.3710691823899371,2023-07-06
Coalition avenir Québec,2023,370,Camille-Laurin,1950,23,17,6,1400,550,0.2608695652173913,0.28205128205128205,2023-07-06
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4740,52,37,15,3315,1425,0.28846153846153844,0.30063291139240506,2023-07-06
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2023-07-06
Coalition avenir Québec,2023,454,Laval-des-Rapides,1805,21,14,7,1350,455,0.3333333333333333,0.2520775623268698,2023-07-06
Coalition avenir Québec,2023,460,Chomedey,1330,16,13,3,1125,205,0.1875,0.15413533834586465,2023-07-06
Coalition avenir Québec,2023,466,Fabre,1800,21,20,1,1700,100,0.047619047619047616,0.05555555555555555,2023-07-06
Coalition avenir Québec,2023,470,Sainte-Rose,1927,23,17,6,1475,452,0.2608695652173913,0.23456149455111572,2023-07-06
Coalition avenir Québec,2023,476,Vimont,1400,20,14,6,915,485,0.3,0.3464285714285714,2023-07-06
Coalition avenir Québec,2023,482,Mille-Îles,1975,24,16,8,1475,500,0.3333333333333333,0.25316455696202533,2023-07-06
Coalition avenir Québec,2023,502,Groulx,3135,35,29,6,2685,450,0.17142857142857143,0.14354066985645933,2023-07-06
Coalition avenir Québec,2023,508,Deux-Montagnes,3380,38,31,7,2845,535,0.18421052631578946,0.15828402366863906,2023-07-06
Coalition avenir Québec,2023,514,Mirabel,2640,32,25,7,2070,570,0.21875,0.2159090909090909,2023-07-06
Coalition avenir Québec,2023,520,Argenteuil,2560,33,24,9,1910,650,0.2727272727272727,0.25390625,2023-07-06
Coalition avenir Québec,2023,526,Saint-Jérôme,2910,33,23,10,1910,1000,0.30303030303030304,0.3436426116838488,2023-07-06
Coalition avenir Québec,2023,530,Les Plaines,3065,36,30,6,2715,350,0.16666666666666666,0.11419249592169657,2023-07-06
