entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,2665,29,27,2,2550,115,0.06896551724137931,0.043151969981238276,2023-05-05
Coalition avenir Québec,2023,110,Saint-François,1330,16,15,1,1230,100,0.0625,0.07518796992481203,2023-05-05
Coalition avenir Québec,2023,116,Sherbrooke,1180,15,13,2,1060,120,0.13333333333333333,0.1016949152542373,2023-05-05
Coalition avenir Québec,2023,120,Orford,1530,19,14,5,1275,255,0.2631578947368421,0.16666666666666666,2023-05-05
Coalition avenir Québec,2023,126,Johnson,865,12,10,2,760,105,0.16666666666666666,0.12138728323699421,2023-05-05
Coalition avenir Québec,2023,132,Richmond,1510,18,17,1,1500,10,0.05555555555555555,0.006622516556291391,2023-05-05
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1100,14,14,0,1100,0,0,0,2023-05-05
Coalition avenir Québec,2023,144,Arthabaska,4305,48,44,4,4055,250,0.08333333333333333,0.05807200929152149,2023-05-05
Coalition avenir Québec,2023,150,Nicolet-Bécancour,1985,23,22,1,1975,10,0.043478260869565216,0.005037783375314861,2023-05-05
Coalition avenir Québec,2023,204,Brome-Missisquoi,3550,43,37,6,3020,530,0.13953488372093023,0.14929577464788732,2023-05-05
Coalition avenir Québec,2023,206,Granby,2277,30,25,5,2000,277,0.16666666666666666,0.12165129556433904,2023-05-05
Coalition avenir Québec,2023,210,Iberville,3170,38,30,8,2740,430,0.21052631578947367,0.13564668769716087,2023-05-05
Coalition avenir Québec,2023,212,Saint-Jean,2675,31,24,7,1975,700,0.22580645161290322,0.2616822429906542,2023-05-05
Coalition avenir Québec,2023,216,Huntingdon,1800,20,16,4,1550,250,0.2,0.1388888888888889,2023-05-05
Coalition avenir Québec,2023,218,Beauharnois,2782,33,24,9,2310,472,0.2727272727272727,0.16966211358734723,2023-05-05
Coalition avenir Québec,2023,220,Soulanges,2075,23,17,6,1700,375,0.2608695652173913,0.18072289156626506,2023-05-05
Coalition avenir Québec,2023,224,Vaudreuil,1225,14,12,2,1150,75,0.14285714285714285,0.061224489795918366,2023-05-05
Coalition avenir Québec,2023,226,Châteauguay,1625,21,14,7,1110,515,0.3333333333333333,0.3169230769230769,2023-05-05
Coalition avenir Québec,2023,230,Sanguinet,1110,13,11,2,1050,60,0.15384615384615385,0.05405405405405406,2023-05-05
Coalition avenir Québec,2023,232,La Prairie,3754,39,24,15,2275,1479,0.38461538461538464,0.39397975492807674,2023-05-05
Coalition avenir Québec,2023,236,La Pinière,1335,15,6,9,600,735,0.6,0.550561797752809,2023-05-05
Coalition avenir Québec,2023,238,Chambly,3255,37,25,12,2335,920,0.32432432432432434,0.282642089093702,2023-05-05
Coalition avenir Québec,2023,240,Vachon,2005,23,14,9,1250,755,0.391304347826087,0.3765586034912718,2023-05-05
Coalition avenir Québec,2023,244,Laporte,2525,28,19,9,1625,900,0.32142857142857145,0.3564356435643564,2023-05-05
Coalition avenir Québec,2023,246,Marie-Victorin,2590,31,22,9,1690,900,0.2903225806451613,0.3474903474903475,2023-05-05
Coalition avenir Québec,2023,250,Taillon,2800,30,20,10,1800,1000,0.3333333333333333,0.35714285714285715,2023-05-05
Coalition avenir Québec,2023,252,Montarville,3885,41,30,11,2835,1050,0.2682926829268293,0.2702702702702703,2023-05-05
Coalition avenir Québec,2023,256,Verchères,3540,43,28,15,2570,970,0.3488372093023256,0.2740112994350282,2023-05-05
Coalition avenir Québec,2023,258,Borduas,3820,41,31,10,2955,865,0.24390243902439024,0.22643979057591623,2023-05-05
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1240,14,13,1,1220,20,0.07142857142857142,0.016129032258064516,2023-05-05
