entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,514289,5774,3979,1795,358333,155956,0.3108763422237617,0.3032458403737976,2023-10-14
Parti conservateur du Québec,2023,46599.26,815,562,253,34659.78,11939.48,0.3104294478527607,0.2562160858348394,2023-10-14
Parti libéral du Québec,2023,169370.64,2126,1490,636,121492.99,47877.65,0.2991533396048918,0.2826797489812874,2023-10-14
Parti québécois,2023,559524.09,7477,6050,1427,468116.97,91407.12,0.19085194596763408,0.1633658347042752,2023-10-14
Québec solidaire,2023,168204.52,2191,1722,469,140440.7,27763.82,0.21405750798722045,0.16505989256412373,2023-10-14
