entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,373950.26,4278,3072,1206,273045,100905.26,0.28190743338008417,0.26983604717910875,2023-06-17
Parti conservateur du Québec,2023,31668.55,515,382,133,24682.07,6986.48,0.258252427184466,0.22061256356858774,2023-06-17
Parti libéral du Québec,2023,79906.77,986,707,279,57735.77,22171,0.2829614604462475,0.27746084593332954,2023-06-17
Parti québécois,2023,371380.47,5010,4194,816,321027.64,50352.83,0.162874251497006,0.13558287004160452,2023-06-17
Québec solidaire,2023,109354.19,1491,1223,268,92634.15,16720.04,0.17974513749161636,0.15289802795850804,2023-06-17
