entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,386765.26,4422,3160,1262,280915,105850.26,0.28539122568973313,0.2736808885058601,2023-06-27
Parti conservateur du Québec,2023,31883.55,517,383,134,24787.07,7096.48,0.25918762088974856,0.2225749642056797,2023-06-27
Parti libéral du Québec,2023,86386.39,1054,742,312,61110.39,25276,0.29601518026565465,0.2925923863701215,2023-06-27
Parti québécois,2023,413696.1,5594,4642,952,354155.94,59540.16,0.17018233821952092,0.14392245902245634,2023-06-27
Québec solidaire,2023,114678.04,1546,1267,279,97253,17425.04,0.18046571798188873,0.15194748706901515,2023-06-27
