entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4910,55,50,5,4555,355,0.09090909090909091,0.07230142566191446,2023-10-15
Coalition avenir Québec,2023,110,Saint-François,2930,33,29,4,2530,400,0.12121212121212122,0.13651877133105803,2023-10-15
Coalition avenir Québec,2023,116,Sherbrooke,2195,26,23,3,1975,220,0.11538461538461539,0.10022779043280182,2023-10-15
Coalition avenir Québec,2023,120,Orford,3480,41,32,9,2995,485,0.21951219512195122,0.13936781609195403,2023-10-15
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-10-15
Coalition avenir Québec,2023,132,Richmond,3310,37,29,8,2725,585,0.21621621621621623,0.17673716012084592,2023-10-15
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2530,29,27,2,2330,200,0.06896551724137931,0.07905138339920949,2023-10-15
Coalition avenir Québec,2023,144,Arthabaska,5865,65,58,7,5315,550,0.1076923076923077,0.0937766410912191,2023-10-15
Coalition avenir Québec,2023,150,Nicolet-Bécancour,8475,88,64,24,6075,2400,0.2727272727272727,0.2831858407079646,2023-10-15
Coalition avenir Québec,2023,204,Brome-Missisquoi,10005,109,85,24,7775,2230,0.22018348623853212,0.22288855572213892,2023-10-15
Coalition avenir Québec,2023,206,Granby,6592,78,63,15,5475,1117,0.19230769230769232,0.16944781553398058,2023-10-15
Coalition avenir Québec,2023,210,Iberville,8500,118,56,62,5150,3350,0.5254237288135594,0.3941176470588235,2023-10-15
Coalition avenir Québec,2023,212,Saint-Jean,7415,85,50,35,4525,2890,0.4117647058823529,0.38975050573162506,2023-10-15
Coalition avenir Québec,2023,216,Huntingdon,4865,55,33,22,2995,1870,0.4,0.38437821171634123,2023-10-15
Coalition avenir Québec,2023,218,Beauharnois,8667,95,67,28,6500,2167,0.29473684210526313,0.25002884504442136,2023-10-15
Coalition avenir Québec,2023,220,Soulanges,5500,58,35,23,3500,2000,0.39655172413793105,0.36363636363636365,2023-10-15
Coalition avenir Québec,2023,224,Vaudreuil,2365,27,18,9,1725,640,0.3333333333333333,0.27061310782241016,2023-10-15
Coalition avenir Québec,2023,226,Châteauguay,4435,58,33,25,2595,1840,0.43103448275862066,0.41488162344983087,2023-10-15
Coalition avenir Québec,2023,230,Sanguinet,4215,45,30,15,2855,1360,0.3333333333333333,0.32265717674970346,2023-10-15
Coalition avenir Québec,2023,232,La Prairie,5825,61,38,23,3525,2300,0.3770491803278688,0.3948497854077253,2023-10-15
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-10-15
Coalition avenir Québec,2023,238,Chambly,4880,58,33,25,3085,1795,0.43103448275862066,0.367827868852459,2023-10-15
Coalition avenir Québec,2023,240,Vachon,2770,33,21,12,1795,975,0.36363636363636365,0.351985559566787,2023-10-15
Coalition avenir Québec,2023,244,Laporte,3650,39,26,13,2350,1300,0.3333333333333333,0.3561643835616438,2023-10-15
Coalition avenir Québec,2023,246,Marie-Victorin,3015,36,24,12,1890,1125,0.3333333333333333,0.373134328358209,2023-10-15
Coalition avenir Québec,2023,250,Taillon,4220,47,31,16,2775,1445,0.3404255319148936,0.3424170616113744,2023-10-15
Coalition avenir Québec,2023,252,Montarville,6360,67,50,17,4710,1650,0.2537313432835821,0.25943396226415094,2023-10-15
Coalition avenir Québec,2023,256,Verchères,5535,66,46,20,4220,1315,0.30303030303030304,0.23757904245709124,2023-10-15
Coalition avenir Québec,2023,258,Borduas,6005,66,48,18,4450,1555,0.2727272727272727,0.2589508742714405,2023-10-15
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3240,34,27,7,2620,620,0.20588235294117646,0.19135802469135801,2023-10-15
Coalition avenir Québec,2023,264,Richelieu,5445,61,53,8,4720,725,0.13114754098360656,0.13314967860422405,2023-10-15
Coalition avenir Québec,2023,300,Verdun,4185,46,28,18,2635,1550,0.391304347826087,0.37037037037037035,2023-10-15
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-10-15
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-10-15
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-10-15
Coalition avenir Québec,2023,312,Nelligan,945,14,11,3,665,280,0.21428571428571427,0.2962962962962963,2023-10-15
Coalition avenir Québec,2023,316,Robert-Baldwin,800,9,5,4,400,400,0.4444444444444444,0.5,2023-10-15
Coalition avenir Québec,2023,318,Saint-Laurent,2255,24,14,10,1255,1000,0.4166666666666667,0.4434589800443459,2023-10-15
Coalition avenir Québec,2023,320,D'Arcy-McGee,1440,15,6,9,540,900,0.6,0.625,2023-10-15
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1340,15,8,7,800,540,0.4666666666666667,0.40298507462686567,2023-10-15
