entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,749969,8292,5071,3221,463823,286146,0.3884466956102267,0.3815437704758463,2023-12-17
Parti conservateur du Québec,2023,53143.59,1016,688,328,39539.44,13604.15,0.3228346456692913,0.25598853972793334,2023-12-17
Parti libéral du Québec,2023,248828.42,3015,1952,1063,164705.79,84122.63,0.35257048092868987,0.3380748469166022,2023-12-17
Parti québécois,2023,693628.9,9268,7377,1891,571107.19,122521.71,0.20403539059128184,0.17663870406783802,2023-12-17
Québec solidaire,2023,228705.31,3057,2300,757,185698.99,43006.32,0.24762839385017993,0.18804250762695454,2023-12-17
