entite_politique,transfuges_entrants,transfuges_sortants,date
Coalition avenir Québec,77,35,2023-12-24
Parti conservateur du Québec,2,18,2023-12-24
Parti libéral du Québec,17,43,2023-12-24
Parti québécois,50,25,2023-12-24
Québec solidaire,4,29,2023-12-24
