entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,728129,8056,4983,3073,455413,272716,0.38145481628599803,0.374543521820996,2023-12-09
Parti conservateur du Québec,2023,51660.59,986,666,320,38257.44,13403.15,0.32454361054766734,0.2594463206866201,2023-12-09
Parti libéral du Québec,2023,241550.09,2934,1892,1042,159222.46,82327.63,0.3551465576005453,0.34083046708862746,2023-12-09
Parti québécois,2023,675598.91,9022,7199,1823,557924.2,117674.71,0.20206162713367323,0.1741783597608232,2023-12-09
Québec solidaire,2023,223702.36,2986,2261,725,182589.7,41112.66,0.24279973208305425,0.18378286219242393,2023-12-09
