entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,754109,8333,5093,3240,466063,288046,0.3888155526221049,0.38196865439876726,2023-12-20
Parti conservateur du Québec,2023,54335.59,1037,703,334,40379.44,13956.15,0.32208293153326906,0.2568509884589456,2023-12-20
Parti libéral du Québec,2023,251528.42,3042,1970,1072,166530.79,84997.63,0.3523997370151216,0.3379245573919639,2023-12-20
Parti québécois,2023,700276.9,9355,7441,1914,576280.19,123996.71,0.20459647247461252,0.17706811405602554,2023-12-20
Québec solidaire,2023,233143.85,3112,2335,777,188912.53,44231.32,0.24967866323907456,0.18971686364448387,2023-12-20
