entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,376280.26,4304,3086,1218,274265,102015.26,0.2829925650557621,0.27111509915508186,2023-06-19
Parti conservateur du Québec,2023,31673.55,515,382,133,24687.07,6986.48,0.258252427184466,0.22057773757599006,2023-06-19
Parti libéral du Québec,2023,80306.77,990,711,279,58135.77,22171,0.2818181818181818,0.27607884117366444,2023-06-19
Parti québécois,2023,372743.47,5029,4207,822,321980.64,50762.83,0.16345197852455756,0.13618704037927212,2023-06-19
Québec solidaire,2023,110264.18,1501,1231,270,93344.14,16920.04,0.1798800799467022,0.15345001432015368,2023-06-19
