entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,12890,134,99,35,9535,3355,0.26119402985074625,0.2602792862684251,2024-01-02
Coalition avenir Québec,2023,110,Saint-François,5380,58,46,12,4180,1200,0.20689655172413793,0.22304832713754646,2024-01-02
Coalition avenir Québec,2023,116,Sherbrooke,3995,45,32,13,2825,1170,0.28888888888888886,0.2928660826032541,2024-01-02
Coalition avenir Québec,2023,120,Orford,10165,107,61,46,5995,4170,0.42990654205607476,0.4102311854402361,2024-01-02
Coalition avenir Québec,2023,126,Johnson,5295,57,37,20,3460,1835,0.3508771929824561,0.3465533522190746,2024-01-02
Coalition avenir Québec,2023,132,Richmond,7565,80,48,32,4580,2985,0.4,0.39458030403172506,2024-01-02
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,8355,86,61,25,5855,2500,0.29069767441860467,0.29922202274087373,2024-01-02
Coalition avenir Québec,2023,144,Arthabaska,16255,169,135,34,13005,3250,0.20118343195266272,0.19993848046754845,2024-01-02
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9925,103,73,30,6925,3000,0.2912621359223301,0.3022670025188917,2024-01-02
Coalition avenir Québec,2023,204,Brome-Missisquoi,12095,130,95,35,8825,3270,0.2692307692307692,0.27035965274906987,2024-01-02
Coalition avenir Québec,2023,206,Granby,7242,86,66,20,5775,1467,0.23255813953488372,0.20256835128417564,2024-01-02
Coalition avenir Québec,2023,210,Iberville,13040,162,73,89,6935,6105,0.5493827160493827,0.46817484662576686,2024-01-02
Coalition avenir Québec,2023,212,Saint-Jean,9740,110,58,52,5175,4565,0.4727272727272727,0.4686858316221766,2024-01-02
Coalition avenir Québec,2023,216,Huntingdon,8940,95,50,45,4695,4245,0.47368421052631576,0.4748322147651007,2024-01-02
Coalition avenir Québec,2023,218,Beauharnois,9667,106,72,34,6950,2717,0.32075471698113206,0.2810592738181442,2024-01-02
Coalition avenir Québec,2023,220,Soulanges,7800,81,44,37,4400,3400,0.4567901234567901,0.4358974358974359,2024-01-02
Coalition avenir Québec,2023,224,Vaudreuil,3265,36,20,16,1925,1340,0.4444444444444444,0.4104134762633997,2024-01-02
Coalition avenir Québec,2023,226,Châteauguay,7025,86,51,35,4235,2790,0.4069767441860465,0.39715302491103205,2024-01-02
Coalition avenir Québec,2023,230,Sanguinet,7170,76,42,34,4055,3115,0.4473684210526316,0.43444909344490934,2024-01-02
Coalition avenir Québec,2023,232,La Prairie,9215,101,55,46,5050,4165,0.45544554455445546,0.45198046663049374,2024-01-02
Coalition avenir Québec,2023,236,La Pinière,3740,40,15,25,1500,2240,0.625,0.5989304812834224,2024-01-02
Coalition avenir Québec,2023,238,Chambly,6160,73,39,34,3610,2550,0.4657534246575342,0.413961038961039,2024-01-02
Coalition avenir Québec,2023,240,Vachon,3640,44,22,22,1945,1695,0.5,0.46565934065934067,2024-01-02
Coalition avenir Québec,2023,244,Laporte,8200,85,42,43,3925,4275,0.5058823529411764,0.5213414634146342,2024-01-02
Coalition avenir Québec,2023,246,Marie-Victorin,4325,50,30,20,2400,1925,0.4,0.44508670520231214,2024-01-02
Coalition avenir Québec,2023,250,Taillon,5295,59,36,23,3275,2020,0.3898305084745763,0.3814919735599622,2024-01-02
Coalition avenir Québec,2023,252,Montarville,9110,96,58,38,5460,3650,0.3958333333333333,0.40065861690450055,2024-01-02
Coalition avenir Québec,2023,256,Verchères,7460,89,56,33,5145,2315,0.3707865168539326,0.31032171581769435,2024-01-02
Coalition avenir Québec,2023,258,Borduas,8830,98,67,31,6125,2705,0.3163265306122449,0.3063420158550396,2024-01-02
Coalition avenir Québec,2023,260,Saint-Hyacinthe,4640,48,37,11,3620,1020,0.22916666666666666,0.21982758620689655,2024-01-02
Coalition avenir Québec,2023,264,Richelieu,6645,73,59,14,5320,1325,0.1917808219178082,0.19939804364183597,2024-01-02
Coalition avenir Québec,2023,300,Verdun,5980,64,42,22,4035,1945,0.34375,0.32525083612040134,2024-01-02
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,1075,13,7,6,700,375,0.46153846153846156,0.3488372093023256,2024-01-02
Coalition avenir Québec,2023,306,Marquette,1725,18,12,6,1200,525,0.3333333333333333,0.30434782608695654,2024-01-02
Coalition avenir Québec,2023,310,Jacques-Cartier,725,9,6,3,520,205,0.3333333333333333,0.2827586206896552,2024-01-02
Coalition avenir Québec,2023,312,Nelligan,1295,17,12,5,815,480,0.29411764705882354,0.37065637065637064,2024-01-02
Coalition avenir Québec,2023,316,Robert-Baldwin,1800,19,8,11,700,1100,0.5789473684210527,0.6111111111111112,2024-01-02
Coalition avenir Québec,2023,318,Saint-Laurent,4330,45,22,23,2030,2300,0.5111111111111111,0.5311778290993071,2024-01-02
Coalition avenir Québec,2023,320,D'Arcy-McGee,2440,25,9,16,840,1600,0.64,0.6557377049180327,2024-01-02
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,2040,22,11,11,1100,940,0.5,0.46078431372549017,2024-01-02
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,4535,44,29,15,3150,1385,0.3409090909090909,0.3054024255788313,2024-01-02
