entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,12890,134,99,35,9535,3355,0.26119402985074625,0.2602792862684251,2023-12-31
Coalition avenir Québec,2023,110,Saint-François,5380,58,46,12,4180,1200,0.20689655172413793,0.22304832713754646,2023-12-31
Coalition avenir Québec,2023,116,Sherbrooke,3995,45,32,13,2825,1170,0.28888888888888886,0.2928660826032541,2023-12-31
Coalition avenir Québec,2023,120,Orford,10165,107,61,46,5995,4170,0.42990654205607476,0.4102311854402361,2023-12-31
Coalition avenir Québec,2023,126,Johnson,5295,57,37,20,3460,1835,0.3508771929824561,0.3465533522190746,2023-12-31
Coalition avenir Québec,2023,132,Richmond,7565,80,48,32,4580,2985,0.4,0.39458030403172506,2023-12-31
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,8355,86,61,25,5855,2500,0.29069767441860467,0.29922202274087373,2023-12-31
Coalition avenir Québec,2023,144,Arthabaska,16255,169,135,34,13005,3250,0.20118343195266272,0.19993848046754845,2023-12-31
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9925,103,73,30,6925,3000,0.2912621359223301,0.3022670025188917,2023-12-31
Coalition avenir Québec,2023,204,Brome-Missisquoi,12095,130,95,35,8825,3270,0.2692307692307692,0.27035965274906987,2023-12-31
Coalition avenir Québec,2023,206,Granby,7242,86,67,19,5875,1367,0.22093023255813954,0.1887600110466722,2023-12-31
Coalition avenir Québec,2023,210,Iberville,13040,162,74,88,7035,6005,0.5432098765432098,0.46050613496932513,2023-12-31
Coalition avenir Québec,2023,212,Saint-Jean,9740,110,58,52,5175,4565,0.4727272727272727,0.4686858316221766,2023-12-31
Coalition avenir Québec,2023,216,Huntingdon,8940,95,50,45,4695,4245,0.47368421052631576,0.4748322147651007,2023-12-31
Coalition avenir Québec,2023,218,Beauharnois,9667,106,72,34,6950,2717,0.32075471698113206,0.2810592738181442,2023-12-31
Coalition avenir Québec,2023,220,Soulanges,7800,81,44,37,4400,3400,0.4567901234567901,0.4358974358974359,2023-12-31
