entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,8490,90,75,15,7135,1355,0.16666666666666666,0.15959952885747938,2023-11-06
Coalition avenir Québec,2023,110,Saint-François,3680,41,36,5,3180,500,0.12195121951219512,0.1358695652173913,2023-11-06
Coalition avenir Québec,2023,116,Sherbrooke,2595,30,24,6,2075,520,0.2,0.2003853564547206,2023-11-06
Coalition avenir Québec,2023,120,Orford,3980,46,35,11,3295,685,0.2391304347826087,0.1721105527638191,2023-11-06
Coalition avenir Québec,2023,126,Johnson,2465,29,21,8,1760,705,0.27586206896551724,0.28600405679513186,2023-11-06
Coalition avenir Québec,2023,132,Richmond,4185,46,33,13,3100,1085,0.2826086956521739,0.25925925925925924,2023-11-06
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2830,32,28,4,2430,400,0.125,0.1413427561837456,2023-11-06
Coalition avenir Québec,2023,144,Arthabaska,6365,71,63,8,5715,650,0.11267605633802817,0.1021209740769835,2023-11-06
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9025,94,69,25,6525,2500,0.26595744680851063,0.2770083102493075,2023-11-06
Coalition avenir Québec,2023,204,Brome-Missisquoi,11395,123,91,32,8425,2970,0.2601626016260163,0.2606406318560772,2023-11-06
Coalition avenir Québec,2023,206,Granby,6792,80,64,16,5575,1217,0.2,0.1791813898704358,2023-11-06
Coalition avenir Québec,2023,210,Iberville,10915,140,65,75,6135,4780,0.5357142857142857,0.4379294548786074,2023-11-06
Coalition avenir Québec,2023,212,Saint-Jean,8690,99,54,45,4825,3865,0.45454545454545453,0.44476409666283084,2023-11-06
Coalition avenir Québec,2023,216,Huntingdon,6765,74,40,34,3695,3070,0.4594594594594595,0.4538063562453806,2023-11-06
Coalition avenir Québec,2023,218,Beauharnois,9067,99,68,31,6600,2467,0.31313131313131315,0.2720855850887835,2023-11-06
Coalition avenir Québec,2023,220,Soulanges,6600,69,38,31,3800,2800,0.4492753623188406,0.42424242424242425,2023-11-06
Coalition avenir Québec,2023,224,Vaudreuil,2565,29,18,11,1725,840,0.3793103448275862,0.32748538011695905,2023-11-06
Coalition avenir Québec,2023,226,Châteauguay,4975,63,34,29,2695,2280,0.4603174603174603,0.45829145728643217,2023-11-06
Coalition avenir Québec,2023,230,Sanguinet,5890,62,35,27,3355,2535,0.43548387096774194,0.4303904923599321,2023-11-06
Coalition avenir Québec,2023,232,La Prairie,6425,67,40,27,3750,2675,0.40298507462686567,0.4163424124513619,2023-11-06
Coalition avenir Québec,2023,236,La Pinière,2285,26,11,15,1100,1185,0.5769230769230769,0.5185995623632386,2023-11-06
Coalition avenir Québec,2023,238,Chambly,5420,64,36,28,3385,2035,0.4375,0.37546125461254615,2023-11-06
Coalition avenir Québec,2023,240,Vachon,2770,33,21,12,1795,975,0.36363636363636365,0.351985559566787,2023-11-06
Coalition avenir Québec,2023,244,Laporte,4450,47,28,19,2550,1900,0.40425531914893614,0.42696629213483145,2023-11-06
Coalition avenir Québec,2023,246,Marie-Victorin,3725,44,28,16,2200,1525,0.36363636363636365,0.40939597315436244,2023-11-06
Coalition avenir Québec,2023,250,Taillon,4220,47,31,16,2775,1445,0.3404255319148936,0.3424170616113744,2023-11-06
Coalition avenir Québec,2023,252,Montarville,6860,72,54,18,5110,1750,0.25,0.25510204081632654,2023-11-06
Coalition avenir Québec,2023,256,Verchères,5785,69,47,22,4320,1465,0.3188405797101449,0.25324114088159033,2023-11-06
Coalition avenir Québec,2023,258,Borduas,6405,70,51,19,4750,1655,0.2714285714285714,0.258391881342701,2023-11-06
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3340,35,28,7,2720,620,0.2,0.18562874251497005,2023-11-06
Coalition avenir Québec,2023,264,Richelieu,6245,69,56,13,5020,1225,0.18840579710144928,0.19615692554043235,2023-11-06
Coalition avenir Québec,2023,300,Verdun,4805,53,31,22,2935,1870,0.41509433962264153,0.3891779396462019,2023-11-06
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-11-06
Coalition avenir Québec,2023,306,Marquette,1525,16,11,5,1100,425,0.3125,0.2786885245901639,2023-11-06
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-11-06
Coalition avenir Québec,2023,312,Nelligan,1045,15,11,4,665,380,0.26666666666666666,0.36363636363636365,2023-11-06
