entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,5910,65,57,8,5255,655,0.12307692307692308,0.11082910321489002,2023-10-23
Coalition avenir Québec,2023,110,Saint-François,3330,37,33,4,2930,400,0.10810810810810811,0.12012012012012012,2023-10-23
Coalition avenir Québec,2023,116,Sherbrooke,2295,27,24,3,2075,220,0.1111111111111111,0.09586056644880174,2023-10-23
Coalition avenir Québec,2023,120,Orford,3580,42,33,9,3095,485,0.21428571428571427,0.13547486033519554,2023-10-23
Coalition avenir Québec,2023,126,Johnson,2365,28,20,8,1660,705,0.2857142857142857,0.29809725158562367,2023-10-23
Coalition avenir Québec,2023,132,Richmond,3685,41,33,8,3100,585,0.1951219512195122,0.1587516960651289,2023-10-23
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2830,32,28,4,2430,400,0.125,0.1413427561837456,2023-10-23
Coalition avenir Québec,2023,144,Arthabaska,5965,66,59,7,5415,550,0.10606060606060606,0.09220452640402348,2023-10-23
Coalition avenir Québec,2023,150,Nicolet-Bécancour,8475,88,64,24,6075,2400,0.2727272727272727,0.2831858407079646,2023-10-23
Coalition avenir Québec,2023,204,Brome-Missisquoi,10045,110,85,25,7775,2270,0.22727272727272727,0.22598307615729218,2023-10-23
Coalition avenir Québec,2023,206,Granby,6692,79,63,16,5475,1217,0.20253164556962025,0.18185893604303646,2023-10-23
Coalition avenir Québec,2023,210,Iberville,8680,119,56,63,5150,3530,0.5294117647058824,0.4066820276497696,2023-10-23
Coalition avenir Québec,2023,212,Saint-Jean,7840,90,51,39,4550,3290,0.43333333333333335,0.41964285714285715,2023-10-23
Coalition avenir Québec,2023,216,Huntingdon,4865,55,33,22,2995,1870,0.4,0.38437821171634123,2023-10-23
Coalition avenir Québec,2023,218,Beauharnois,8667,95,67,28,6500,2167,0.29473684210526313,0.25002884504442136,2023-10-23
Coalition avenir Québec,2023,220,Soulanges,5900,62,36,26,3600,2300,0.41935483870967744,0.3898305084745763,2023-10-23
Coalition avenir Québec,2023,224,Vaudreuil,2365,27,18,9,1725,640,0.3333333333333333,0.27061310782241016,2023-10-23
Coalition avenir Québec,2023,226,Châteauguay,4635,60,34,26,2695,1940,0.43333333333333335,0.418554476806904,2023-10-23
Coalition avenir Québec,2023,230,Sanguinet,4515,48,30,18,2855,1660,0.375,0.36766334440753046,2023-10-23
Coalition avenir Québec,2023,232,La Prairie,5875,61,38,23,3575,2300,0.3770491803278688,0.39148936170212767,2023-10-23
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-10-23
Coalition avenir Québec,2023,238,Chambly,5250,62,36,26,3385,1865,0.41935483870967744,0.35523809523809524,2023-10-23
Coalition avenir Québec,2023,240,Vachon,2770,33,21,12,1795,975,0.36363636363636365,0.351985559566787,2023-10-23
Coalition avenir Québec,2023,244,Laporte,3950,42,27,15,2450,1500,0.35714285714285715,0.379746835443038,2023-10-23
Coalition avenir Québec,2023,246,Marie-Victorin,3225,39,27,12,2100,1125,0.3076923076923077,0.3488372093023256,2023-10-23
Coalition avenir Québec,2023,250,Taillon,4220,47,31,16,2775,1445,0.3404255319148936,0.3424170616113744,2023-10-23
Coalition avenir Québec,2023,252,Montarville,6360,67,50,17,4710,1650,0.2537313432835821,0.25943396226415094,2023-10-23
Coalition avenir Québec,2023,256,Verchères,5735,68,47,21,4320,1415,0.3088235294117647,0.24673060156931126,2023-10-23
Coalition avenir Québec,2023,258,Borduas,6005,66,48,18,4450,1555,0.2727272727272727,0.2589508742714405,2023-10-23
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3240,34,27,7,2620,620,0.20588235294117646,0.19135802469135801,2023-10-23
Coalition avenir Québec,2023,264,Richelieu,5445,61,53,8,4720,725,0.13114754098360656,0.13314967860422405,2023-10-23
Coalition avenir Québec,2023,300,Verdun,4385,48,30,18,2835,1550,0.375,0.35347776510832385,2023-10-23
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-10-23
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-10-23
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-10-23
Coalition avenir Québec,2023,312,Nelligan,945,14,11,3,665,280,0.21428571428571427,0.2962962962962963,2023-10-23
Coalition avenir Québec,2023,316,Robert-Baldwin,1000,11,6,5,500,500,0.45454545454545453,0.5,2023-10-23
Coalition avenir Québec,2023,318,Saint-Laurent,2655,28,16,12,1455,1200,0.42857142857142855,0.4519774011299435,2023-10-23
Coalition avenir Québec,2023,320,D'Arcy-McGee,1440,15,6,9,540,900,0.6,0.625,2023-10-23
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1340,15,8,7,800,540,0.4666666666666667,0.40298507462686567,2023-10-23
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3835,37,25,12,2800,1035,0.32432432432432434,0.26988265971316816,2023-10-23
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,2100,23,16,7,1475,625,0.30434782608695654,0.2976190476190476,2023-10-23
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,5100,51,32,19,3200,1900,0.37254901960784315,0.37254901960784315,2023-10-23
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5800,60,47,13,4500,1300,0.21666666666666667,0.22413793103448276,2023-10-23
Coalition avenir Québec,2023,338,Acadie,1000,10,6,4,600,400,0.4,0.4,2023-10-23
Coalition avenir Québec,2023,340,Maurice-Richard,2625,27,19,8,1900,725,0.2962962962962963,0.2761904761904762,2023-10-23
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-10-23
Coalition avenir Québec,2023,346,Gouin,1935,22,16,6,1335,600,0.2727272727272727,0.31007751937984496,2023-10-23
Coalition avenir Québec,2023,350,Mercier,1750,18,12,6,1150,600,0.3333333333333333,0.34285714285714286,2023-10-23
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-10-23
Coalition avenir Québec,2023,356,Rosemont,2405,28,19,9,1660,745,0.32142857142857145,0.3097713097713098,2023-10-23
Coalition avenir Québec,2023,358,Viau,575,7,2,5,150,425,0.7142857142857143,0.7391304347826086,2023-10-23
Coalition avenir Québec,2023,360,Bourassa-Sauvé,315,5,1,4,15,300,0.8,0.9523809523809523,2023-10-23
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-10-23
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,4075,46,27,19,2500,1575,0.41304347826086957,0.38650306748466257,2023-10-23
Coalition avenir Québec,2023,370,Camille-Laurin,2460,29,22,7,1885,575,0.2413793103448276,0.23373983739837398,2023-10-23
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4805,53,38,15,3380,1425,0.2830188679245283,0.29656607700312176,2023-10-23
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2023-10-23
Coalition avenir Québec,2023,454,Laval-des-Rapides,2205,25,16,9,1550,655,0.36,0.29705215419501135,2023-10-23
Coalition avenir Québec,2023,460,Chomedey,2230,25,18,7,1625,605,0.28,0.2713004484304933,2023-10-23
Coalition avenir Québec,2023,466,Fabre,2500,28,25,3,2200,300,0.10714285714285714,0.12,2023-10-23
Coalition avenir Québec,2023,470,Sainte-Rose,2377,28,19,9,1625,752,0.32142857142857145,0.3163651661758519,2023-10-23
Coalition avenir Québec,2023,476,Vimont,2200,28,19,9,1415,785,0.32142857142857145,0.3568181818181818,2023-10-23
Coalition avenir Québec,2023,482,Mille-Îles,2575,30,21,9,1975,600,0.3,0.23300970873786409,2023-10-23
Coalition avenir Québec,2023,502,Groulx,3685,41,32,9,2935,750,0.21951219512195122,0.20352781546811397,2023-10-23
Coalition avenir Québec,2023,508,Deux-Montagnes,4180,46,37,9,3445,735,0.1956521739130435,0.17583732057416268,2023-10-23
Coalition avenir Québec,2023,514,Mirabel,6510,73,46,27,3965,2545,0.3698630136986301,0.39093701996927804,2023-10-23
