entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,693579,7697,4845,2852,441773,251806,0.37053397427569185,0.3630530912844824,2023-11-30
Parti conservateur du Québec,2023,51585.59,984,666,318,38249.11,13336.48,0.3231707317073171,0.2585311130492062,2023-11-30
Parti libéral du Québec,2023,220041.8,2703,1789,914,149742.5,70299.3,0.33814280429152793,0.31948157122873927,2023-11-30
Parti québécois,2023,657860.25,8787,7010,1777,543088.87,114771.38,0.20223056788437466,0.17446164287931973,2023-11-30
Québec solidaire,2023,213779.18,2835,2168,667,175699.51,38079.67,0.23527336860670195,0.17812618609539058,2023-11-30
