entite_politique,transfuges_entrants,transfuges_sortants,date
Coalition avenir Québec,77,37,2024-01-19
Parti conservateur du Québec,2,20,2024-01-19
Parti libéral du Québec,18,43,2024-01-19
Parti québécois,55,24,2024-01-19
Québec solidaire,5,33,2024-01-19
