entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4910,55,50,5,4555,355,0.09090909090909091,0.07230142566191446,2023-10-10
Coalition avenir Québec,2023,110,Saint-François,2930,33,29,4,2530,400,0.12121212121212122,0.13651877133105803,2023-10-10
Coalition avenir Québec,2023,116,Sherbrooke,2195,26,23,3,1975,220,0.11538461538461539,0.10022779043280182,2023-10-10
Coalition avenir Québec,2023,120,Orford,2980,36,28,8,2595,385,0.2222222222222222,0.12919463087248323,2023-10-10
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-10-10
Coalition avenir Québec,2023,132,Richmond,3110,35,29,6,2725,385,0.17142857142857143,0.12379421221864952,2023-10-10
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2330,27,25,2,2130,200,0.07407407407407407,0.08583690987124463,2023-10-10
Coalition avenir Québec,2023,144,Arthabaska,5865,65,58,7,5315,550,0.1076923076923077,0.0937766410912191,2023-10-10
Coalition avenir Québec,2023,150,Nicolet-Bécancour,7075,74,57,17,5375,1700,0.22972972972972974,0.24028268551236748,2023-10-10
Coalition avenir Québec,2023,204,Brome-Missisquoi,9105,100,80,20,7275,1830,0.2,0.20098846787479407,2023-10-10
Coalition avenir Québec,2023,206,Granby,6562,76,62,14,5465,1097,0.18421052631578946,0.16717464187747638,2023-10-10
Coalition avenir Québec,2023,210,Iberville,7715,111,55,56,4965,2750,0.5045045045045045,0.356448476992871,2023-10-10
Coalition avenir Québec,2023,212,Saint-Jean,7015,81,50,31,4525,2490,0.38271604938271603,0.3549536707056308,2023-10-10
Coalition avenir Québec,2023,216,Huntingdon,4465,50,31,19,2795,1670,0.38,0.374020156774916,2023-10-10
Coalition avenir Québec,2023,218,Beauharnois,8567,94,67,27,6500,2067,0.2872340425531915,0.24127465857359637,2023-10-10
Coalition avenir Québec,2023,220,Soulanges,5100,54,34,20,3400,1700,0.37037037037037035,0.3333333333333333,2023-10-10
Coalition avenir Québec,2023,224,Vaudreuil,2315,27,18,9,1675,640,0.3333333333333333,0.27645788336933047,2023-10-10
Coalition avenir Québec,2023,226,Châteauguay,4235,56,32,24,2495,1740,0.42857142857142855,0.41086186540731995,2023-10-10
Coalition avenir Québec,2023,230,Sanguinet,4215,45,30,15,2855,1360,0.3333333333333333,0.32265717674970346,2023-10-10
Coalition avenir Québec,2023,232,La Prairie,5725,60,37,23,3425,2300,0.38333333333333336,0.4017467248908297,2023-10-10
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-10-10
Coalition avenir Québec,2023,238,Chambly,4610,55,32,23,2985,1625,0.41818181818181815,0.3524945770065076,2023-10-10
Coalition avenir Québec,2023,240,Vachon,2770,33,21,12,1795,975,0.36363636363636365,0.351985559566787,2023-10-10
Coalition avenir Québec,2023,244,Laporte,3625,39,26,13,2325,1300,0.3333333333333333,0.3586206896551724,2023-10-10
Coalition avenir Québec,2023,246,Marie-Victorin,3015,36,24,12,1890,1125,0.3333333333333333,0.373134328358209,2023-10-10
Coalition avenir Québec,2023,250,Taillon,4220,47,31,16,2775,1445,0.3404255319148936,0.3424170616113744,2023-10-10
Coalition avenir Québec,2023,252,Montarville,6160,65,49,16,4610,1550,0.24615384615384617,0.25162337662337664,2023-10-10
Coalition avenir Québec,2023,256,Verchères,5535,66,46,20,4220,1315,0.30303030303030304,0.23757904245709124,2023-10-10
Coalition avenir Québec,2023,258,Borduas,5635,62,47,15,4350,1285,0.24193548387096775,0.22803904170363798,2023-10-10
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3240,34,27,7,2620,620,0.20588235294117646,0.19135802469135801,2023-10-10
Coalition avenir Québec,2023,264,Richelieu,4645,53,46,7,4020,625,0.1320754716981132,0.13455328310010764,2023-10-10
Coalition avenir Québec,2023,300,Verdun,4185,46,28,18,2635,1550,0.391304347826087,0.37037037037037035,2023-10-10
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-10-10
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-10-10
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-10-10
Coalition avenir Québec,2023,312,Nelligan,945,14,11,3,665,280,0.21428571428571427,0.2962962962962963,2023-10-10
Coalition avenir Québec,2023,316,Robert-Baldwin,800,9,5,4,400,400,0.4444444444444444,0.5,2023-10-10
Coalition avenir Québec,2023,318,Saint-Laurent,2255,24,14,10,1255,1000,0.4166666666666667,0.4434589800443459,2023-10-10
Coalition avenir Québec,2023,320,D'Arcy-McGee,1440,15,6,9,540,900,0.6,0.625,2023-10-10
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1340,15,8,7,800,540,0.4666666666666667,0.40298507462686567,2023-10-10
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3735,36,25,11,2800,935,0.3055555555555556,0.250334672021419,2023-10-10
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1930,22,15,7,1305,625,0.3181818181818182,0.3238341968911917,2023-10-10
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,4800,48,30,18,3000,1800,0.375,0.375,2023-10-10
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5700,59,47,12,4500,1200,0.2033898305084746,0.21052631578947367,2023-10-10
Coalition avenir Québec,2023,338,Acadie,1000,10,6,4,600,400,0.4,0.4,2023-10-10
Coalition avenir Québec,2023,340,Maurice-Richard,2525,26,18,8,1800,725,0.3076923076923077,0.2871287128712871,2023-10-10
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-10-10
Coalition avenir Québec,2023,346,Gouin,1835,21,16,5,1335,500,0.23809523809523808,0.2724795640326976,2023-10-10
Coalition avenir Québec,2023,350,Mercier,1550,16,11,5,1050,500,0.3125,0.3225806451612903,2023-10-10
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-10-10
Coalition avenir Québec,2023,356,Rosemont,2305,27,18,9,1560,745,0.3333333333333333,0.3232104121475054,2023-10-10
Coalition avenir Québec,2023,358,Viau,575,7,2,5,150,425,0.7142857142857143,0.7391304347826086,2023-10-10
Coalition avenir Québec,2023,360,Bourassa-Sauvé,315,5,1,4,15,300,0.8,0.9523809523809523,2023-10-10
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-10-10
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,3975,45,27,18,2500,1475,0.4,0.3710691823899371,2023-10-10
Coalition avenir Québec,2023,370,Camille-Laurin,2435,28,22,6,1885,550,0.21428571428571427,0.22587268993839835,2023-10-10
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4790,53,38,15,3365,1425,0.2830188679245283,0.2974947807933194,2023-10-10
