entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4810,54,49,5,4455,355,0.09259259259259259,0.07380457380457381,2023-09-15
Coalition avenir Québec,2023,110,Saint-François,2630,30,28,2,2430,200,0.06666666666666667,0.07604562737642585,2023-09-15
Coalition avenir Québec,2023,116,Sherbrooke,2095,25,22,3,1875,220,0.12,0.10501193317422435,2023-09-15
Coalition avenir Québec,2023,120,Orford,2950,34,28,6,2595,355,0.17647058823529413,0.12033898305084746,2023-09-15
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-09-15
Coalition avenir Québec,2023,132,Richmond,2560,29,27,2,2500,60,0.06896551724137931,0.0234375,2023-09-15
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2130,25,23,2,1930,200,0.08,0.09389671361502347,2023-09-15
Coalition avenir Québec,2023,144,Arthabaska,5865,65,58,7,5315,550,0.1076923076923077,0.0937766410912191,2023-09-15
Coalition avenir Québec,2023,150,Nicolet-Bécancour,6775,71,55,16,5175,1600,0.22535211267605634,0.23616236162361623,2023-09-15
Coalition avenir Québec,2023,204,Brome-Missisquoi,6100,71,59,12,5070,1030,0.16901408450704225,0.16885245901639345,2023-09-15
Coalition avenir Québec,2023,206,Granby,6362,74,62,12,5465,897,0.16216216216216217,0.14099339830242064,2023-09-15
Coalition avenir Québec,2023,210,Iberville,6235,97,48,49,4265,1970,0.5051546391752577,0.31595829991980756,2023-09-15
Coalition avenir Québec,2023,212,Saint-Jean,5765,68,46,22,4175,1590,0.3235294117647059,0.27580225498699046,2023-09-15
Coalition avenir Québec,2023,216,Huntingdon,3365,39,25,14,2195,1170,0.358974358974359,0.3476968796433878,2023-09-15
Coalition avenir Québec,2023,218,Beauharnois,8567,94,67,27,6500,2067,0.2872340425531915,0.24127465857359637,2023-09-15
Coalition avenir Québec,2023,220,Soulanges,4700,50,32,18,3200,1500,0.36,0.3191489361702128,2023-09-15
Coalition avenir Québec,2023,224,Vaudreuil,2015,24,16,8,1475,540,0.3333333333333333,0.2679900744416873,2023-09-15
Coalition avenir Québec,2023,226,Châteauguay,4235,56,32,24,2495,1740,0.42857142857142855,0.41086186540731995,2023-09-15
Coalition avenir Québec,2023,230,Sanguinet,2815,31,26,5,2455,360,0.16129032258064516,0.12788632326820604,2023-09-15
Coalition avenir Québec,2023,232,La Prairie,5225,55,36,19,3325,1900,0.34545454545454546,0.36363636363636365,2023-09-15
Coalition avenir Québec,2023,236,La Pinière,2185,25,11,14,1100,1085,0.56,0.4965675057208238,2023-09-15
