entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,12890,134,99,35,9535,3355,0.26119402985074625,0.2602792862684251,2024-01-10
Coalition avenir Québec,2023,110,Saint-François,5430,59,47,12,4230,1200,0.2033898305084746,0.22099447513812154,2024-01-10
Coalition avenir Québec,2023,116,Sherbrooke,3995,45,32,13,2825,1170,0.28888888888888886,0.2928660826032541,2024-01-10
Coalition avenir Québec,2023,120,Orford,10265,108,62,46,6095,4170,0.42592592592592593,0.4062347783731125,2024-01-10
Coalition avenir Québec,2023,126,Johnson,5495,59,39,20,3660,1835,0.3389830508474576,0.33393994540491356,2024-01-10
Coalition avenir Québec,2023,132,Richmond,7665,81,48,33,4580,3085,0.4074074074074074,0.4024787997390737,2024-01-10
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,8755,90,64,26,6155,2600,0.28888888888888886,0.29697315819531694,2024-01-10
Coalition avenir Québec,2023,144,Arthabaska,16555,172,136,36,13105,3450,0.20930232558139536,0.20839625490788283,2024-01-10
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9975,103,73,30,6975,3000,0.2912621359223301,0.3007518796992481,2024-01-10
Coalition avenir Québec,2023,204,Brome-Missisquoi,12095,130,95,35,8825,3270,0.2692307692307692,0.27035965274906987,2024-01-10
Coalition avenir Québec,2023,206,Granby,7242,86,66,20,5775,1467,0.23255813953488372,0.20256835128417564,2024-01-10
Coalition avenir Québec,2023,210,Iberville,13140,163,73,90,6935,6205,0.5521472392638037,0.4722222222222222,2024-01-10
Coalition avenir Québec,2023,212,Saint-Jean,9740,110,58,52,5175,4565,0.4727272727272727,0.4686858316221766,2024-01-10
Coalition avenir Québec,2023,216,Huntingdon,9040,96,51,45,4795,4245,0.46875,0.46957964601769914,2024-01-10
Coalition avenir Québec,2023,218,Beauharnois,9667,106,72,34,6950,2717,0.32075471698113206,0.2810592738181442,2024-01-10
Coalition avenir Québec,2023,220,Soulanges,7800,81,44,37,4400,3400,0.4567901234567901,0.4358974358974359,2024-01-10
Coalition avenir Québec,2023,224,Vaudreuil,3265,36,20,16,1925,1340,0.4444444444444444,0.4104134762633997,2024-01-10
Coalition avenir Québec,2023,226,Châteauguay,7315,88,52,36,4385,2930,0.4090909090909091,0.40054682159945315,2024-01-10
Coalition avenir Québec,2023,230,Sanguinet,7270,77,42,35,4055,3215,0.45454545454545453,0.44222833562585967,2024-01-10
Coalition avenir Québec,2023,232,La Prairie,9215,101,55,46,5050,4165,0.45544554455445546,0.45198046663049374,2024-01-10
Coalition avenir Québec,2023,236,La Pinière,3740,40,15,25,1500,2240,0.625,0.5989304812834224,2024-01-10
Coalition avenir Québec,2023,238,Chambly,6260,74,40,34,3710,2550,0.4594594594594595,0.4073482428115016,2024-01-10
Coalition avenir Québec,2023,240,Vachon,3680,45,23,22,1985,1695,0.4888888888888889,0.46059782608695654,2024-01-10
Coalition avenir Québec,2023,244,Laporte,8300,86,42,44,3925,4375,0.5116279069767442,0.5271084337349398,2024-01-10
Coalition avenir Québec,2023,246,Marie-Victorin,4325,50,30,20,2400,1925,0.4,0.44508670520231214,2024-01-10
Coalition avenir Québec,2023,250,Taillon,5295,59,36,23,3275,2020,0.3898305084745763,0.3814919735599622,2024-01-10
Coalition avenir Québec,2023,252,Montarville,9110,96,58,38,5460,3650,0.3958333333333333,0.40065861690450055,2024-01-10
Coalition avenir Québec,2023,256,Verchères,7860,93,60,33,5545,2315,0.3548387096774194,0.294529262086514,2024-01-10
Coalition avenir Québec,2023,258,Borduas,8980,99,68,31,6225,2755,0.31313131313131315,0.30679287305122493,2024-01-10
Coalition avenir Québec,2023,260,Saint-Hyacinthe,5740,59,40,19,3920,1820,0.3220338983050847,0.3170731707317073,2024-01-10
Coalition avenir Québec,2023,264,Richelieu,6645,73,59,14,5320,1325,0.1917808219178082,0.19939804364183597,2024-01-10
Coalition avenir Québec,2023,300,Verdun,6080,65,43,22,4135,1945,0.3384615384615385,0.3199013157894737,2024-01-10
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,1075,13,7,6,700,375,0.46153846153846156,0.3488372093023256,2024-01-10
Coalition avenir Québec,2023,306,Marquette,1725,18,12,6,1200,525,0.3333333333333333,0.30434782608695654,2024-01-10
Coalition avenir Québec,2023,310,Jacques-Cartier,725,9,6,3,520,205,0.3333333333333333,0.2827586206896552,2024-01-10
Coalition avenir Québec,2023,312,Nelligan,1295,17,12,5,815,480,0.29411764705882354,0.37065637065637064,2024-01-10
Coalition avenir Québec,2023,316,Robert-Baldwin,1800,19,8,11,700,1100,0.5789473684210527,0.6111111111111112,2024-01-10
Coalition avenir Québec,2023,318,Saint-Laurent,4330,45,22,23,2030,2300,0.5111111111111111,0.5311778290993071,2024-01-10
Coalition avenir Québec,2023,320,D'Arcy-McGee,2440,25,9,16,840,1600,0.64,0.6557377049180327,2024-01-10
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,2040,22,11,11,1100,940,0.5,0.46078431372549017,2024-01-10
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,4635,45,29,16,3150,1485,0.35555555555555557,0.32038834951456313,2024-01-10
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,2800,30,17,13,1575,1225,0.43333333333333335,0.4375,2024-01-10
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,6900,69,35,34,3500,3400,0.4927536231884058,0.4927536231884058,2024-01-10
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,9300,95,62,33,6000,3300,0.3473684210526316,0.3548387096774194,2024-01-10
Coalition avenir Québec,2023,338,Acadie,2030,21,10,11,1000,1030,0.5238095238095238,0.5073891625615764,2024-01-10
Coalition avenir Québec,2023,340,Maurice-Richard,3505,37,25,12,2450,1055,0.32432432432432434,0.30099857346647646,2024-01-10
Coalition avenir Québec,2023,344,Laurier-Dorion,1025,11,8,3,800,225,0.2727272727272727,0.21951219512195122,2024-01-10
Coalition avenir Québec,2023,346,Gouin,2435,27,18,9,1535,900,0.3333333333333333,0.36960985626283366,2024-01-10
Coalition avenir Québec,2023,350,Mercier,2350,24,15,9,1450,900,0.375,0.3829787234042553,2024-01-10
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2800,29,19,10,1850,950,0.3448275862068966,0.3392857142857143,2024-01-10
Coalition avenir Québec,2023,356,Rosemont,3305,37,21,16,1910,1395,0.43243243243243246,0.42208774583963693,2024-01-10
Coalition avenir Québec,2023,358,Viau,775,9,3,6,250,525,0.6666666666666666,0.6774193548387096,2024-01-10
Coalition avenir Québec,2023,360,Bourassa-Sauvé,415,6,1,5,15,400,0.8333333333333334,0.963855421686747,2024-01-10
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2024-01-10
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,4295,48,28,20,2670,1625,0.4166666666666667,0.37834691501746215,2024-01-10
Coalition avenir Québec,2023,370,Camille-Laurin,3040,36,25,11,2185,855,0.3055555555555556,0.28125,2024-01-10
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,5755,67,47,20,3905,1850,0.29850746268656714,0.3214596003475239,2024-01-10
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2024-01-10
Coalition avenir Québec,2023,454,Laval-des-Rapides,4010,49,21,28,2050,1960,0.5714285714285714,0.48877805486284287,2024-01-10
Coalition avenir Québec,2023,460,Chomedey,3890,43,24,19,2225,1665,0.4418604651162791,0.42802056555269924,2024-01-10
Coalition avenir Québec,2023,466,Fabre,5350,57,41,16,3800,1550,0.2807017543859649,0.2897196261682243,2024-01-10
Coalition avenir Québec,2023,470,Sainte-Rose,3677,41,26,15,2325,1352,0.36585365853658536,0.36769105248844164,2024-01-10
Coalition avenir Québec,2023,476,Vimont,4545,71,28,43,2240,2305,0.6056338028169014,0.5071507150715071,2024-01-10
Coalition avenir Québec,2023,482,Mille-Îles,3895,50,29,21,2775,1120,0.42,0.28754813863928114,2024-01-10
Coalition avenir Québec,2023,502,Groulx,4800,52,37,15,3410,1390,0.28846153846153844,0.28958333333333336,2024-01-10
Coalition avenir Québec,2023,508,Deux-Montagnes,4755,53,38,15,3545,1210,0.2830188679245283,0.2544689800210305,2024-01-10
Coalition avenir Québec,2023,514,Mirabel,8460,93,57,36,5065,3395,0.3870967741935484,0.4013002364066194,2024-01-10
Coalition avenir Québec,2023,520,Argenteuil,6165,71,44,27,3875,2290,0.38028169014084506,0.37145174371451745,2024-01-10
Coalition avenir Québec,2023,526,Saint-Jérôme,6535,70,42,28,3735,2800,0.4,0.42846212700841624,2024-01-10
Coalition avenir Québec,2023,530,Les Plaines,6640,73,40,33,3715,2925,0.4520547945205479,0.44051204819277107,2024-01-10
Coalition avenir Québec,2023,536,Blainville,11620,120,78,42,7565,4055,0.35,0.3489672977624785,2024-01-10
Coalition avenir Québec,2023,542,Terrebonne,9425,104,66,38,5940,3485,0.36538461538461536,0.36976127320954905,2024-01-10
Coalition avenir Québec,2023,548,Masson,8790,98,67,31,6115,2675,0.3163265306122449,0.3043230944254835,2024-01-10
Coalition avenir Québec,2023,554,L'Assomption,6710,77,64,13,5485,1225,0.16883116883116883,0.1825633383010432,2024-01-10
