entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,3265,37,35,2,3150,115,0.05405405405405406,0.03522205206738132,2023-05-23
Coalition avenir Québec,2023,110,Saint-François,1680,20,19,1,1580,100,0.05,0.05952380952380952,2023-05-23
Coalition avenir Québec,2023,116,Sherbrooke,1295,17,15,2,1175,120,0.11764705882352941,0.09266409266409266,2023-05-23
Coalition avenir Québec,2023,120,Orford,1830,22,17,5,1575,255,0.22727272727272727,0.13934426229508196,2023-05-23
Coalition avenir Québec,2023,126,Johnson,1065,14,12,2,960,105,0.14285714285714285,0.09859154929577464,2023-05-23
Coalition avenir Québec,2023,132,Richmond,1910,22,21,1,1900,10,0.045454545454545456,0.005235602094240838,2023-05-23
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1300,16,16,0,1300,0,0,0,2023-05-23
Coalition avenir Québec,2023,144,Arthabaska,4905,54,50,4,4655,250,0.07407407407407407,0.0509683995922528,2023-05-23
Coalition avenir Québec,2023,150,Nicolet-Bécancour,2635,30,26,4,2375,260,0.13333333333333333,0.09867172675521822,2023-05-23
Coalition avenir Québec,2023,204,Brome-Missisquoi,4400,53,44,9,3620,780,0.16981132075471697,0.17727272727272728,2023-05-23
Coalition avenir Québec,2023,206,Granby,2497,33,27,6,2200,297,0.18181818181818182,0.11894273127753303,2023-05-23
Coalition avenir Québec,2023,210,Iberville,3810,49,33,16,3060,750,0.32653061224489793,0.1968503937007874,2023-05-23
Coalition avenir Québec,2023,212,Saint-Jean,3200,37,28,9,2375,825,0.24324324324324326,0.2578125,2023-05-23
Coalition avenir Québec,2023,216,Huntingdon,2110,24,19,5,1760,350,0.20833333333333334,0.16587677725118483,2023-05-23
Coalition avenir Québec,2023,218,Beauharnois,4507,51,38,13,3710,797,0.2549019607843137,0.17683603283780785,2023-05-23
Coalition avenir Québec,2023,220,Soulanges,2875,31,23,8,2300,575,0.25806451612903225,0.2,2023-05-23
Coalition avenir Québec,2023,224,Vaudreuil,1225,14,12,2,1150,75,0.14285714285714285,0.061224489795918366,2023-05-23
Coalition avenir Québec,2023,226,Châteauguay,1725,22,15,7,1210,515,0.3181818181818182,0.2985507246376812,2023-05-23
Coalition avenir Québec,2023,230,Sanguinet,1110,13,11,2,1050,60,0.15384615384615385,0.05405405405405406,2023-05-23
Coalition avenir Québec,2023,232,La Prairie,3975,41,25,16,2375,1600,0.3902439024390244,0.4025157232704403,2023-05-23
Coalition avenir Québec,2023,236,La Pinière,1485,17,6,11,600,885,0.6470588235294118,0.5959595959595959,2023-05-23
Coalition avenir Québec,2023,238,Chambly,3605,41,28,13,2585,1020,0.3170731707317073,0.2829403606102635,2023-05-23
Coalition avenir Québec,2023,240,Vachon,2125,25,16,9,1370,755,0.36,0.3552941176470588,2023-05-23
Coalition avenir Québec,2023,244,Laporte,2925,32,21,11,1825,1100,0.34375,0.37606837606837606,2023-05-23
Coalition avenir Québec,2023,246,Marie-Victorin,2915,35,23,12,1790,1125,0.34285714285714286,0.38593481989708406,2023-05-23
Coalition avenir Québec,2023,250,Taillon,2940,32,22,10,1940,1000,0.3125,0.3401360544217687,2023-05-23
Coalition avenir Québec,2023,252,Montarville,4710,50,39,11,3660,1050,0.22,0.2229299363057325,2023-05-23
Coalition avenir Québec,2023,256,Verchères,4215,51,35,16,3145,1070,0.3137254901960784,0.2538552787663108,2023-05-23
Coalition avenir Québec,2023,258,Borduas,4220,45,35,10,3355,865,0.2222222222222222,0.20497630331753555,2023-05-23
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1340,15,14,1,1320,20,0.06666666666666667,0.014925373134328358,2023-05-23
Coalition avenir Québec,2023,264,Richelieu,2700,32,29,3,2475,225,0.09375,0.08333333333333333,2023-05-23
Coalition avenir Québec,2023,300,Verdun,3100,34,20,14,1875,1225,0.4117647058823529,0.3951612903225806,2023-05-23
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,705,8,6,2,600,105,0.25,0.14893617021276595,2023-05-23
Coalition avenir Québec,2023,306,Marquette,925,10,7,3,700,225,0.3,0.24324324324324326,2023-05-23
Coalition avenir Québec,2023,310,Jacques-Cartier,420,5,4,1,320,100,0.2,0.23809523809523808,2023-05-23
Coalition avenir Québec,2023,312,Nelligan,580,9,8,1,480,100,0.1111111111111111,0.1724137931034483,2023-05-23
Coalition avenir Québec,2023,316,Robert-Baldwin,550,6,2,4,150,400,0.6666666666666666,0.7272727272727273,2023-05-23
Coalition avenir Québec,2023,318,Saint-Laurent,1225,13,8,5,725,500,0.38461538461538464,0.40816326530612246,2023-05-23
Coalition avenir Québec,2023,320,D'Arcy-McGee,640,7,6,1,540,100,0.14285714285714285,0.15625,2023-05-23
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,740,9,6,3,600,140,0.3333333333333333,0.1891891891891892,2023-05-23
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,2725,26,20,6,2200,525,0.23076923076923078,0.1926605504587156,2023-05-23
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1380,16,10,6,855,525,0.375,0.3804347826086957,2023-05-23
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,2800,28,19,9,1900,900,0.32142857142857145,0.32142857142857145,2023-05-23
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,3200,33,26,7,2500,700,0.21212121212121213,0.21875,2023-05-23
Coalition avenir Québec,2023,338,Acadie,800,8,5,3,500,300,0.375,0.375,2023-05-23
Coalition avenir Québec,2023,340,Maurice-Richard,2025,21,15,6,1500,525,0.2857142857142857,0.25925925925925924,2023-05-23
Coalition avenir Québec,2023,344,Laurier-Dorion,700,7,6,1,600,100,0.14285714285714285,0.14285714285714285,2023-05-23
Coalition avenir Québec,2023,346,Gouin,1335,16,12,4,935,400,0.25,0.299625468164794,2023-05-23
Coalition avenir Québec,2023,350,Mercier,1150,12,10,2,950,200,0.16666666666666666,0.17391304347826086,2023-05-23
