entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,345673.05,3938,2900,1038,257395,88278.05,0.26358557643473846,0.25538019235228204,2023-06-05
Parti conservateur du Québec,2023,31025.9,507,376,131,24159.42,6866.48,0.2583826429980276,0.22131445018516785,2023-06-05
Parti libéral du Québec,2023,70486.77,884,644,240,51975.77,18511,0.27149321266968324,0.2626166584168915,2023-06-05
Parti québécois,2023,350334.15,4705,3947,758,303203.32,47130.83,0.16110520722635494,0.13453107554601798,2023-06-05
Québec solidaire,2023,106748.59,1458,1207,251,90923.55,15825.04,0.1721536351165981,0.14824589252185907,2023-06-05
