entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,12890,134,99,35,9535,3355,0.26119402985074625,0.2602792862684251,2024-01-08
Coalition avenir Québec,2023,110,Saint-François,5380,58,46,12,4180,1200,0.20689655172413793,0.22304832713754646,2024-01-08
Coalition avenir Québec,2023,116,Sherbrooke,3995,45,32,13,2825,1170,0.28888888888888886,0.2928660826032541,2024-01-08
Coalition avenir Québec,2023,120,Orford,10165,107,61,46,5995,4170,0.42990654205607476,0.4102311854402361,2024-01-08
Coalition avenir Québec,2023,126,Johnson,5395,58,38,20,3560,1835,0.3448275862068966,0.340129749768304,2024-01-08
Coalition avenir Québec,2023,132,Richmond,7665,81,48,33,4580,3085,0.4074074074074074,0.4024787997390737,2024-01-08
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,8655,89,64,25,6155,2500,0.2808988764044944,0.28885037550548814,2024-01-08
Coalition avenir Québec,2023,144,Arthabaska,16355,170,135,35,13005,3350,0.20588235294117646,0.20483032711708957,2024-01-08
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9975,103,73,30,6975,3000,0.2912621359223301,0.3007518796992481,2024-01-08
Coalition avenir Québec,2023,204,Brome-Missisquoi,12095,130,95,35,8825,3270,0.2692307692307692,0.27035965274906987,2024-01-08
Coalition avenir Québec,2023,206,Granby,7242,86,66,20,5775,1467,0.23255813953488372,0.20256835128417564,2024-01-08
Coalition avenir Québec,2023,210,Iberville,13040,162,73,89,6935,6105,0.5493827160493827,0.46817484662576686,2024-01-08
Coalition avenir Québec,2023,212,Saint-Jean,9740,110,58,52,5175,4565,0.4727272727272727,0.4686858316221766,2024-01-08
Coalition avenir Québec,2023,216,Huntingdon,8940,95,50,45,4695,4245,0.47368421052631576,0.4748322147651007,2024-01-08
Coalition avenir Québec,2023,218,Beauharnois,9667,106,72,34,6950,2717,0.32075471698113206,0.2810592738181442,2024-01-08
Coalition avenir Québec,2023,220,Soulanges,7800,81,44,37,4400,3400,0.4567901234567901,0.4358974358974359,2024-01-08
Coalition avenir Québec,2023,224,Vaudreuil,3265,36,20,16,1925,1340,0.4444444444444444,0.4104134762633997,2024-01-08
Coalition avenir Québec,2023,226,Châteauguay,7215,87,51,36,4285,2930,0.41379310344827586,0.4060984060984061,2024-01-08
Coalition avenir Québec,2023,230,Sanguinet,7270,77,42,35,4055,3215,0.45454545454545453,0.44222833562585967,2024-01-08
Coalition avenir Québec,2023,232,La Prairie,9215,101,55,46,5050,4165,0.45544554455445546,0.45198046663049374,2024-01-08
Coalition avenir Québec,2023,236,La Pinière,3740,40,15,25,1500,2240,0.625,0.5989304812834224,2024-01-08
Coalition avenir Québec,2023,238,Chambly,6260,74,40,34,3710,2550,0.4594594594594595,0.4073482428115016,2024-01-08
Coalition avenir Québec,2023,240,Vachon,3680,45,23,22,1985,1695,0.4888888888888889,0.46059782608695654,2024-01-08
Coalition avenir Québec,2023,244,Laporte,8300,86,42,44,3925,4375,0.5116279069767442,0.5271084337349398,2024-01-08
Coalition avenir Québec,2023,246,Marie-Victorin,4325,50,30,20,2400,1925,0.4,0.44508670520231214,2024-01-08
Coalition avenir Québec,2023,250,Taillon,5295,59,36,23,3275,2020,0.3898305084745763,0.3814919735599622,2024-01-08
Coalition avenir Québec,2023,252,Montarville,9110,96,58,38,5460,3650,0.3958333333333333,0.40065861690450055,2024-01-08
Coalition avenir Québec,2023,256,Verchères,7760,92,59,33,5445,2315,0.358695652173913,0.29832474226804123,2024-01-08
Coalition avenir Québec,2023,258,Borduas,8980,99,68,31,6225,2755,0.31313131313131315,0.30679287305122493,2024-01-08
Coalition avenir Québec,2023,260,Saint-Hyacinthe,5040,52,38,14,3720,1320,0.2692307692307692,0.2619047619047619,2024-01-08
Coalition avenir Québec,2023,264,Richelieu,6645,73,59,14,5320,1325,0.1917808219178082,0.19939804364183597,2024-01-08
Coalition avenir Québec,2023,300,Verdun,6080,65,43,22,4135,1945,0.3384615384615385,0.3199013157894737,2024-01-08
