entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,360273.05,4127,2990,1137,265530,94743.05,0.2755027865277441,0.26297567914114034,2023-06-12
Parti conservateur du Québec,2023,31568.55,514,381,133,24582.07,6986.48,0.2587548638132296,0.22131140011182013,2023-06-12
Parti libéral du Québec,2023,74848.44,933,669,264,54177.44,20671,0.2829581993569132,0.27617142053996047,2023-06-12
Parti québécois,2023,363182.14,4897,4105,792,314276.31,48905.83,0.16173167245252196,0.13465923737329155,2023-06-12
Québec solidaire,2023,107877.86,1471,1214,257,91702.82,16175.04,0.17471108089734874,0.14993845817853638,2023-06-12
