entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,805059,8841,5332,3509,490588,314471,0.39690080307657505,0.39061857578140236,2024-01-07
Parti conservateur du Québec,2023,56259.92,1075,725,350,41443.77,14816.15,0.32558139534883723,0.2633517786729878,2024-01-07
Parti libéral du Québec,2023,265854.64,3201,2037,1164,173382.02,92472.62,0.36363636363636365,0.34783150672111646,2024-01-07
Parti québécois,2023,744493.15,9952,7821,2131,607156.82,137336.33,0.21412781350482316,0.18446956832309336,2024-01-07
Québec solidaire,2023,258480.51,3473,2545,928,206364.56,52115.95,0.26720414627123523,0.20162429267877874,2024-01-07
