entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,555359,6191,4188,2003,378853,176506,0.32353416249394285,0.3178232458643868,2023-10-26
Parti conservateur du Québec,2023,50617.26,962,650,312,37410.78,13206.48,0.32432432432432434,0.26090863077140086,2023-10-26
Parti libéral du Québec,2023,172606.92,2169,1515,654,123537.61,49069.31,0.301521438450899,0.2842835617482775,2023-10-26
Parti québécois,2023,584841.68,7831,6294,1537,487144.95,97696.73,0.1962712297280041,0.1670481659241523,2023-10-26
Québec solidaire,2023,177811.34,2324,1810,514,148079.21,29732.13,0.22117039586919104,0.16721166377802452,2023-10-26
