entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,351408.05,4000,2927,1073,259945,91463.05,0.26825,0.2602759100140136,2023-06-07
Parti conservateur du Québec,2023,31365.9,511,379,132,24479.42,6886.48,0.2583170254403131,0.219553081531217,2023-06-07
Parti libéral du Québec,2023,71666.77,897,652,245,52765.77,18901,0.2731326644370123,0.26373450345257643,2023-06-07
Parti québécois,2023,353305.48,4747,3982,765,305769.65,47535.83,0.16115441331367178,0.13454597420906125,2023-06-07
Québec solidaire,2023,107040.24,1463,1208,255,91015.2,16025.04,0.17429938482570062,0.1497104266582362,2023-06-07
