entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,3805,43,40,3,3600,205,0.06976744186046512,0.05387647831800263,2023-06-09
Coalition avenir Québec,2023,110,Saint-François,2030,24,23,1,1930,100,0.041666666666666664,0.04926108374384237,2023-06-09
Coalition avenir Québec,2023,116,Sherbrooke,1495,19,17,2,1375,120,0.10526315789473684,0.0802675585284281,2023-06-09
Coalition avenir Québec,2023,120,Orford,2430,28,23,5,2175,255,0.17857142857142858,0.10493827160493827,2023-06-09
Coalition avenir Québec,2023,126,Johnson,1615,21,17,4,1360,255,0.19047619047619047,0.15789473684210525,2023-06-09
Coalition avenir Québec,2023,132,Richmond,2010,23,22,1,2000,10,0.043478260869565216,0.004975124378109453,2023-06-09
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1600,19,19,0,1600,0,0,0,2023-06-09
Coalition avenir Québec,2023,144,Arthabaska,5405,59,54,5,5055,350,0.0847457627118644,0.06475485661424607,2023-06-09
Coalition avenir Québec,2023,150,Nicolet-Bécancour,3260,37,31,6,2750,510,0.16216216216216217,0.15644171779141106,2023-06-09
Coalition avenir Québec,2023,204,Brome-Missisquoi,4690,57,47,10,3860,830,0.17543859649122806,0.17697228144989338,2023-06-09
Coalition avenir Québec,2023,206,Granby,2742,37,30,7,2345,397,0.1891891891891892,0.1447848285922684,2023-06-09
Coalition avenir Québec,2023,210,Iberville,4645,78,38,40,3315,1330,0.5128205128205128,0.28632938643702904,2023-06-09
Coalition avenir Québec,2023,212,Saint-Jean,3830,48,31,17,2675,1155,0.3541666666666667,0.30156657963446476,2023-06-09
Coalition avenir Québec,2023,216,Huntingdon,2210,25,19,6,1760,450,0.24,0.20361990950226244,2023-06-09
Coalition avenir Québec,2023,218,Beauharnois,5532,62,45,17,4410,1122,0.27419354838709675,0.20281995661605207,2023-06-09
Coalition avenir Québec,2023,220,Soulanges,3475,37,26,11,2600,875,0.2972972972972973,0.2517985611510791,2023-06-09
Coalition avenir Québec,2023,224,Vaudreuil,1280,16,13,3,1175,105,0.1875,0.08203125,2023-06-09
Coalition avenir Québec,2023,226,Châteauguay,2005,26,16,10,1230,775,0.38461538461538464,0.3865336658354115,2023-06-09
Coalition avenir Québec,2023,230,Sanguinet,1410,16,13,3,1250,160,0.1875,0.11347517730496454,2023-06-09
Coalition avenir Québec,2023,232,La Prairie,4075,42,25,17,2375,1700,0.40476190476190477,0.4171779141104294,2023-06-09
Coalition avenir Québec,2023,236,La Pinière,1710,21,8,13,800,910,0.6190476190476191,0.5321637426900585,2023-06-09
Coalition avenir Québec,2023,238,Chambly,3745,44,29,15,2685,1060,0.3409090909090909,0.28304405874499333,2023-06-09
Coalition avenir Québec,2023,240,Vachon,2200,26,17,9,1445,755,0.34615384615384615,0.3431818181818182,2023-06-09
Coalition avenir Québec,2023,244,Laporte,3325,36,25,11,2225,1100,0.3055555555555556,0.3308270676691729,2023-06-09
Coalition avenir Québec,2023,246,Marie-Victorin,2915,35,23,12,1790,1125,0.34285714285714286,0.38593481989708406,2023-06-09
Coalition avenir Québec,2023,250,Taillon,3110,35,24,11,2090,1020,0.3142857142857143,0.3279742765273312,2023-06-09
Coalition avenir Québec,2023,252,Montarville,4810,51,40,11,3760,1050,0.21568627450980393,0.2182952182952183,2023-06-09
Coalition avenir Québec,2023,256,Verchères,4435,54,37,17,3345,1090,0.3148148148148148,0.24577226606538896,2023-06-09
Coalition avenir Québec,2023,258,Borduas,4365,48,37,11,3480,885,0.22916666666666666,0.2027491408934708,2023-06-09
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1440,16,15,1,1420,20,0.0625,0.013888888888888888,2023-06-09
