entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,444579.86,5051,3578,1473,319613,124966.86,0.29162542070877057,0.28108979115698135,2023-08-03
Parti conservateur du Québec,2023,41709.27,734,517,217,31659.79,10049.48,0.2956403269754768,0.24094116248018727,2023-08-03
Parti libéral du Québec,2023,133894.24,1715,1211,504,96783.24,37111,0.2938775510204082,0.2771665159009081,2023-08-03
Parti québécois,2023,486444.66,6587,5416,1171,413458.51,72986.15,0.17777440412934567,0.1500399860489783,2023-08-03
Québec solidaire,2023,133332.53,1780,1435,345,112309.92,21022.61,0.19382022471910113,0.1576705249649129,2023-08-03
