entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,482427.62,5447,3813,1634,342168,140259.62,0.2999816412704241,0.2907371265351681,2023-09-28
Parti conservateur du Québec,2023,45950.93,806,557,249,34241.45,11709.48,0.30893300248138955,0.2548257456377923,2023-09-28
Parti libéral du Québec,2023,162822.37,2056,1451,605,117784.72,45037.65,0.29426070038910507,0.276606033925191,2023-09-28
Parti québécois,2023,541946.46,7264,5894,1370,454273.67,87672.79,0.1886013215859031,0.16177389552466123,2023-09-28
Québec solidaire,2023,155540.39,2032,1611,421,130821.22,24719.17,0.20718503937007873,0.1589244439981152,2023-09-28
