entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,12790,133,98,35,9435,3355,0.2631578947368421,0.2623143080531665,2023-12-22
Coalition avenir Québec,2023,110,Saint-François,5380,58,46,12,4180,1200,0.20689655172413793,0.22304832713754646,2023-12-22
Coalition avenir Québec,2023,116,Sherbrooke,3995,45,32,13,2825,1170,0.28888888888888886,0.2928660826032541,2023-12-22
Coalition avenir Québec,2023,120,Orford,9940,106,61,45,5945,3995,0.42452830188679247,0.40191146881287726,2023-12-22
Coalition avenir Québec,2023,126,Johnson,5095,56,36,20,3260,1835,0.35714285714285715,0.3601570166830226,2023-12-22
Coalition avenir Québec,2023,132,Richmond,7465,79,47,32,4480,2985,0.4050632911392405,0.39986604152712657,2023-12-22
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,6755,70,54,16,5155,1600,0.22857142857142856,0.23686158401184307,2023-12-22
Coalition avenir Québec,2023,144,Arthabaska,13855,145,112,33,10705,3150,0.22758620689655173,0.22735474557921329,2023-12-22
Coalition avenir Québec,2023,150,Nicolet-Bécancour,9825,102,73,29,6925,2900,0.28431372549019607,0.2951653944020356,2023-12-22
Coalition avenir Québec,2023,204,Brome-Missisquoi,12095,130,95,35,8825,3270,0.2692307692307692,0.27035965274906987,2023-12-22
Coalition avenir Québec,2023,206,Granby,7242,86,67,19,5875,1367,0.22093023255813954,0.1887600110466722,2023-12-22
Coalition avenir Québec,2023,210,Iberville,12740,159,72,87,6835,5905,0.5471698113207547,0.46350078492935637,2023-12-22
Coalition avenir Québec,2023,212,Saint-Jean,9740,110,58,52,5175,4565,0.4727272727272727,0.4686858316221766,2023-12-22
Coalition avenir Québec,2023,216,Huntingdon,8940,95,50,45,4695,4245,0.47368421052631576,0.4748322147651007,2023-12-22
Coalition avenir Québec,2023,218,Beauharnois,9417,103,70,33,6800,2617,0.32038834951456313,0.2779016671976213,2023-12-22
Coalition avenir Québec,2023,220,Soulanges,7800,81,44,37,4400,3400,0.4567901234567901,0.4358974358974359,2023-12-22
Coalition avenir Québec,2023,224,Vaudreuil,3265,36,20,16,1925,1340,0.4444444444444444,0.4104134762633997,2023-12-22
Coalition avenir Québec,2023,226,Châteauguay,6725,83,48,35,3935,2790,0.42168674698795183,0.41486988847583645,2023-12-22
Coalition avenir Québec,2023,230,Sanguinet,7170,76,42,34,4055,3115,0.4473684210526316,0.43444909344490934,2023-12-22
Coalition avenir Québec,2023,232,La Prairie,8990,99,53,46,4825,4165,0.46464646464646464,0.4632925472747497,2023-12-22
Coalition avenir Québec,2023,236,La Pinière,2940,32,12,20,1200,1740,0.625,0.5918367346938775,2023-12-22
Coalition avenir Québec,2023,238,Chambly,5960,71,38,33,3510,2450,0.4647887323943662,0.4110738255033557,2023-12-22
Coalition avenir Québec,2023,240,Vachon,3540,43,22,21,1945,1595,0.4883720930232558,0.4505649717514124,2023-12-22
Coalition avenir Québec,2023,244,Laporte,7700,80,42,38,3925,3775,0.475,0.4902597402597403,2023-12-22
Coalition avenir Québec,2023,246,Marie-Victorin,4325,50,30,20,2400,1925,0.4,0.44508670520231214,2023-12-22
Coalition avenir Québec,2023,250,Taillon,5195,58,36,22,3275,1920,0.3793103448275862,0.3695861405197305,2023-12-22
Coalition avenir Québec,2023,252,Montarville,9010,95,57,38,5360,3650,0.4,0.4051054384017758,2023-12-22
Coalition avenir Québec,2023,256,Verchères,7060,84,54,30,4945,2115,0.35714285714285715,0.29957507082152973,2023-12-22
Coalition avenir Québec,2023,258,Borduas,8655,95,65,30,6050,2605,0.3157894736842105,0.30098209127671866,2023-12-22
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3940,41,33,8,3220,720,0.1951219512195122,0.18274111675126903,2023-12-22
Coalition avenir Québec,2023,264,Richelieu,6445,71,57,14,5120,1325,0.19718309859154928,0.20558572536850273,2023-12-22
Coalition avenir Québec,2023,300,Verdun,5880,63,41,22,3935,1945,0.3492063492063492,0.3307823129251701,2023-12-22
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,1075,13,7,6,700,375,0.46153846153846156,0.3488372093023256,2023-12-22
Coalition avenir Québec,2023,306,Marquette,1725,18,12,6,1200,525,0.3333333333333333,0.30434782608695654,2023-12-22
Coalition avenir Québec,2023,310,Jacques-Cartier,725,9,6,3,520,205,0.3333333333333333,0.2827586206896552,2023-12-22
Coalition avenir Québec,2023,312,Nelligan,1245,17,12,5,765,480,0.29411764705882354,0.3855421686746988,2023-12-22
Coalition avenir Québec,2023,316,Robert-Baldwin,1700,18,8,10,700,1000,0.5555555555555556,0.5882352941176471,2023-12-22
Coalition avenir Québec,2023,318,Saint-Laurent,4030,42,22,20,2030,2000,0.47619047619047616,0.49627791563275436,2023-12-22
Coalition avenir Québec,2023,320,D'Arcy-McGee,2440,25,9,16,840,1600,0.64,0.6557377049180327,2023-12-22
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1940,21,10,11,1000,940,0.5238095238095238,0.4845360824742268,2023-12-22
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,4535,44,29,15,3150,1385,0.3409090909090909,0.3054024255788313,2023-12-22
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,2700,29,17,12,1575,1125,0.41379310344827586,0.4166666666666667,2023-12-22
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,6600,66,34,32,3400,3200,0.48484848484848486,0.48484848484848486,2023-12-22
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,8700,89,58,31,5600,3100,0.34831460674157305,0.3563218390804598,2023-12-22
