entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,527799,5913,4062,1851,366353,161446,0.313039066463724,0.3058853843982274,2023-10-21
Parti conservateur du Québec,2023,50405.26,953,647,306,37351.78,13053.48,0.3210912906610703,0.2589705915612775,2023-10-21
Parti libéral du Québec,2023,171177.3,2155,1508,647,122596.32,48580.98,0.3002320185614849,0.2838050372333248,2023-10-21
Parti québécois,2023,567255.75,7590,6137,1453,474618.63,92637.12,0.1914361001317523,0.16330750283271697,2023-10-21
Québec solidaire,2023,174614.16,2286,1783,503,145410.34,29203.82,0.22003499562554682,0.16724771919986328,2023-10-21
